transaction_id,invoice_id,xgb_probability,model_margin,amount_difference_percent,vendor_similarity,date_difference_days,reference_match,decision,decision_reason,explanation,actual_invoice_id,actual_status,actual_match,predicted_match,true_positive,false_positive,false_negative,true_negative
TXN-6135,INV-0049,0.99949324,0.99947834,0.0,38.095238095238095,9,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found,INV-0049,MATCH,True,True,True,False,False,False
TXN-6136,INV-0151,0.9996239,0.99957836,0.0,70.96774193548387,9,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity,INV-0151,MATCH,True,True,True,False,False,False
TXN-6137,INV-0009,0.99993324,0.9996651,0.0,61.224489795918366,3,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity + Close transaction date,INV-0009,MATCH,True,True,True,False,False,False
TXN-6138,INV-0442,0.9998988,0.99984,0.0,59.25925925925926,15,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount,INV-0442,MATCH,True,True,True,False,False,False
TXN-6139,INV-0305,0.99978465,0.8648295,0.0,100.0,8,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0305,MATCH,True,True,True,False,False,False
TXN-6140,INV-0330,0.9998192,0.9991674,0.0,70.96774193548387,2,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity + Close transaction date,INV-0330,MATCH,True,True,True,False,False,False
TXN-6141,INV-0426,0.99998164,0.9890706,0.0,100.0,13,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0426,MATCH,True,True,True,False,False,False
TXN-6142,INV-0044,0.99991775,0.99982554,0.0,100.0,16,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0044,MATCH,True,True,True,False,False,False
TXN-6143,INV-0123,0.99768555,0.994608,0.0,54.54545454545455,6,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount,INV-0123,MATCH,True,True,True,False,False,False
TXN-6144,INV-0313,0.99998355,0.9942849,0.0,45.16129032258065,14,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found,INV-0313,MATCH,True,True,True,False,False,False
TXN-6145,INV-0469,0.9998456,0.9987678,0.0,100.0,19,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0469,MATCH,True,True,True,False,False,False
TXN-6146,INV-0221,0.999764,0.99838734,0.0,75.0,17,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity,INV-0221,MATCH,True,True,True,False,False,False
TXN-6147,INV-0490,0.9998022,0.9989602,0.0,100.0,7,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0490,MATCH,True,True,True,False,False,False
TXN-6148,INV-0007,0.99991965,0.95842546,0.0,100.0,16,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0007,MATCH,True,True,True,False,False,False
TXN-6149,INV-0250,0.99985254,0.9998331,0.0,46.15384615384615,3,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Close transaction date + Invoice reference found,INV-0250,MATCH,True,True,True,False,False,False
TXN-6150,INV-0107,0.999828,0.99968785,0.0,100.0,18,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0107,MATCH,True,True,True,False,False,False
TXN-6151,INV-0345,0.9994204,0.9994131,0.0,38.095238095238095,6,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found,INV-0345,MATCH,True,True,True,False,False,False
TXN-6152,INV-0340,0.9993337,0.9887415,0.0,100.0,1,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity + Close transaction date,INV-0340,MATCH,True,True,True,False,False,False
TXN-6153,INV-0095,0.99917966,0.9988825,0.0,58.8235294117647,5,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount,INV-0095,MATCH,True,True,True,False,False,False
TXN-6154,INV-0005,0.99934274,0.9571096,0.0,82.35294117647058,3,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity + Close transaction date,INV-0005,MATCH,True,True,True,False,False,False
TXN-6155,INV-0281,0.9998186,0.99969983,0.0,100.0,19,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0281,MATCH,True,True,True,False,False,False
TXN-6156,INV-0275,0.9998913,0.99873865,0.0,100.0,13,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0275,MATCH,True,True,True,False,False,False
TXN-6157,INV-0145,0.9992362,0.99917644,0.0,60.71428571428572,11,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity,INV-0145,MATCH,True,True,True,False,False,False
TXN-6158,INV-0297,0.9995671,0.9995574,0.0,45.16129032258065,3,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Close transaction date + Invoice reference found,INV-0297,MATCH,True,True,True,False,False,False
TXN-6159,INV-0271,0.9999125,0.99983114,0.0,59.64912280701754,2,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Close transaction date,INV-0271,MATCH,True,True,True,False,False,False
TXN-6160,INV-0382,0.9997075,0.9989931,0.0,100.0,8,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0382,MATCH,True,True,True,False,False,False
TXN-6161,INV-0371,0.9996338,0.9989281,0.0,100.0,11,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0371,MATCH,True,True,True,False,False,False
TXN-6162,INV-0448,0.99972326,0.9997074,0.0,38.095238095238095,20,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found,INV-0448,MATCH,True,True,True,False,False,False
TXN-6163,INV-0152,0.9997855,0.9997773,0.0,45.16129032258065,1,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Close transaction date + Invoice reference found,INV-0152,MATCH,True,True,True,False,False,False
TXN-6164,INV-0077,0.9992304,0.99864995,0.0,71.7948717948718,15,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity,INV-0077,MATCH,True,True,True,False,False,False
TXN-6165,INV-0158,0.9994948,0.99945676,0.0,54.16666666666666,12,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount,INV-0158,MATCH,True,True,True,False,False,False
TXN-6166,INV-0193,0.99998176,0.99200755,0.0,100.0,14,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0193,MATCH,True,True,True,False,False,False
TXN-6167,INV-0324,0.9998909,0.9998104,0.0,100.0,13,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0324,MATCH,True,True,True,False,False,False
TXN-6168,INV-0257,0.999884,0.99952084,0.0,76.92307692307692,10,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity,INV-0257,MATCH,True,True,True,False,False,False
TXN-6169,INV-0277,0.99985254,0.99984366,0.0,46.15384615384615,3,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Close transaction date + Invoice reference found,INV-0277,MATCH,True,True,True,False,False,False
TXN-6170,INV-0084,0.9997899,0.99974185,0.0,60.71428571428572,5,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity,INV-0084,MATCH,True,True,True,False,False,False
TXN-6171,INV-0179,0.9999658,0.9999111,0.0,38.297872340425535,13,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found,INV-0179,MATCH,True,True,True,False,False,False
TXN-6172,INV-0254,0.99986565,0.99979347,0.0,100.0,4,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0254,MATCH,True,True,True,False,False,False
TXN-6173,INV-0325,0.99948466,0.9994691,0.0,41.37931034482759,10,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found,INV-0325,MATCH,True,True,True,False,False,False
TXN-6174,INV-0481,0.9998865,0.9997668,0.0,76.92307692307692,9,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity,INV-0481,MATCH,True,True,True,False,False,False
TXN-6175,INV-0117,0.99928516,0.9990194,0.0,68.08510638297872,3,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity + Close transaction date,INV-0117,MATCH,True,True,True,False,False,False
TXN-6176,INV-0133,0.99994767,0.9998048,0.0,100.0,15,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0133,MATCH,True,True,True,False,False,False
TXN-6177,INV-0385,0.9998611,0.9997614,0.0,100.0,17,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0385,MATCH,True,True,True,False,False,False
TXN-6178,INV-0497,0.9995426,0.99953616,0.0,45.16129032258065,1,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Close transaction date + Invoice reference found,INV-0497,MATCH,True,True,True,False,False,False
TXN-6179,INV-0036,0.99982566,0.9991728,0.0,100.0,18,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0036,MATCH,True,True,True,False,False,False
TXN-6180,INV-0010,0.99994946,0.9998988,0.0,46.15384615384615,20,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found,INV-0010,MATCH,True,True,True,False,False,False
TXN-6181,INV-0476,0.99997807,0.99995714,0.0,38.095238095238095,13,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found,INV-0476,MATCH,True,True,True,False,False,False
TXN-6182,INV-0011,0.999931,0.00025606155,0.0,100.0,14,0,REVIEW,Ambiguous candidate ranking,Exact/near-exact amount + Strong vendor similarity,INV-0011,MATCH,True,False,False,False,True,False
TXN-6183,INV-0332,0.99991417,0.9964567,0.0,100.0,18,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0332,MATCH,True,True,True,False,False,False
TXN-6184,INV-0319,0.99965334,0.9995658,0.0,61.224489795918366,17,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity,INV-0319,MATCH,True,True,True,False,False,False
TXN-6185,INV-0131,0.9998816,0.99369836,0.0,45.16129032258065,6,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found,INV-0131,MATCH,True,True,True,False,False,False
TXN-6186,INV-0299,0.99948525,0.998803,0.0,58.8235294117647,10,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount,INV-0299,MATCH,True,True,True,False,False,False
TXN-6187,INV-0051,0.9997757,0.999674,0.0,57.69230769230769,5,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount,INV-0051,MATCH,True,True,True,False,False,False
TXN-6188,INV-0037,0.99963105,0.9995797,0.0,58.8235294117647,14,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount,INV-0037,MATCH,True,True,True,False,False,False
TXN-6189,INV-0412,0.99972814,0.96287453,0.0,100.0,10,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0412,MATCH,True,True,True,False,False,False
TXN-6190,INV-0437,0.9999101,0.99986887,0.0,66.66666666666666,12,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity,INV-0437,MATCH,True,True,True,False,False,False
TXN-6191,INV-0320,0.9999231,0.9998309,0.0,100.0,16,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0320,MATCH,True,True,True,False,False,False
TXN-6192,INV-0432,0.9998599,0.9991174,0.0,100.0,7,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0432,MATCH,True,True,True,False,False,False
TXN-6193,INV-0245,0.99994636,0.99984676,0.0,100.0,5,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0245,MATCH,True,True,True,False,False,False
TXN-6194,INV-0025,0.99990404,0.99960005,0.0,100.0,13,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0025,MATCH,True,True,True,False,False,False
TXN-6195,INV-0033,0.999938,0.9999335,0.0,46.15384615384615,13,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found,INV-0033,MATCH,True,True,True,False,False,False
TXN-6196,INV-0292,0.9998554,0.99979824,0.0,61.224489795918366,15,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity,INV-0292,MATCH,True,True,True,False,False,False
TXN-6197,INV-0157,0.9997267,0.9996803,0.0,38.095238095238095,20,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found,INV-0157,MATCH,True,True,True,False,False,False
TXN-6198,INV-0187,0.99975795,0.00027245283,0.1602197299153124,59.25925925925926,14,0,REVIEW,Ambiguous candidate ranking,Exact/near-exact amount,INV-0285,MATCH,True,False,False,False,True,False
TXN-6199,INV-0160,0.9998517,0.9997422,0.0,66.66666666666666,16,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity,INV-0160,MATCH,True,True,True,False,False,False
TXN-6200,INV-0386,0.9999577,0.9999431,0.0,41.37931034482759,13,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found,INV-0386,MATCH,True,True,True,False,False,False
TXN-6201,INV-0351,0.99994814,0.9995909,0.0,76.92307692307692,16,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity,INV-0351,MATCH,True,True,True,False,False,False
TXN-6202,INV-0218,0.9994765,0.9994714,0.0,38.297872340425535,11,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found,INV-0218,MATCH,True,True,True,False,False,False
TXN-6203,INV-0337,0.999982,0.987811,0.0,100.0,13,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0337,MATCH,True,True,True,False,False,False
TXN-6204,INV-0244,0.9999614,0.9966206,0.0,100.0,19,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0244,MATCH,True,True,True,False,False,False
TXN-6205,INV-0099,0.99991107,0.9965728,0.0,100.0,18,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0099,MATCH,True,True,True,False,False,False
TXN-6206,INV-0019,0.99883753,0.998819,0.0,54.54545454545455,1,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Close transaction date,INV-0019,MATCH,True,True,True,False,False,False
TXN-6207,INV-0409,0.9994041,0.999399,0.0,38.095238095238095,7,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found,INV-0409,MATCH,True,True,True,False,False,False
TXN-6208,INV-0142,0.99992,0.99986154,0.0,56.60377358490566,3,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Close transaction date,INV-0142,MATCH,True,True,True,False,False,False
TXN-6209,INV-0093,0.99998724,0.9999326,0.0,45.16129032258065,16,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found,INV-0093,MATCH,True,True,True,False,False,False
TXN-6210,INV-0267,0.99973005,0.99929935,0.0,70.96774193548387,8,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity,INV-0267,MATCH,True,True,True,False,False,False
TXN-6211,INV-0144,0.9991103,0.99782026,0.0,70.96774193548387,14,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity,INV-0144,MATCH,True,True,True,False,False,False
TXN-6212,INV-0334,0.9980385,0.9956864,0.0,100.0,3,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity + Close transaction date,INV-0334,MATCH,True,True,True,False,False,False
TXN-6213,INV-0383,0.9999366,0.99979997,0.0,56.14035087719298,16,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount,INV-0383,MATCH,True,True,True,False,False,False
TXN-6214,INV-0387,0.9998636,0.99971604,0.0,56.14035087719298,18,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount,INV-0387,MATCH,True,True,True,False,False,False
TXN-6215,INV-0012,0.9999678,0.9939946,0.0,48.48484848484848,18,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found,INV-0012,MATCH,True,True,True,False,False,False
TXN-6216,INV-0498,0.999828,0.99968785,0.0,100.0,18,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0498,MATCH,True,True,True,False,False,False
TXN-6217,INV-0104,0.9999603,0.99986625,0.0,60.71428571428572,4,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity,INV-0104,MATCH,True,True,True,False,False,False
TXN-6218,INV-0196,0.99975353,0.98964214,0.0,100.0,12,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0196,MATCH,True,True,True,False,False,False
TXN-6219,INV-0418,0.99973124,0.9995481,0.0,70.96774193548387,2,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity + Close transaction date,INV-0418,MATCH,True,True,True,False,False,False
TXN-6220,INV-0477,0.9997024,0.9995564,0.0,56.60377358490566,11,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount,INV-0477,MATCH,True,True,True,False,False,False
TXN-6221,INV-0068,0.9998479,0.99970305,0.0,100.0,4,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0068,MATCH,True,True,True,False,False,False
TXN-6222,INV-0462,0.9995671,0.99889797,0.0,100.0,9,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0462,MATCH,True,True,True,False,False,False
TXN-6223,INV-0111,0.99979216,0.99857247,0.0,100.0,17,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0111,MATCH,True,True,True,False,False,False
TXN-6224,INV-0028,0.999542,0.99919593,0.0,70.96774193548387,19,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity,INV-0028,MATCH,True,True,True,False,False,False
TXN-6225,INV-0217,0.999775,0.9996935,0.0,59.64912280701754,12,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount,INV-0217,MATCH,True,True,True,False,False,False
TXN-6226,INV-0003,0.99976283,0.9994344,0.0,100.0,19,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0003,MATCH,True,True,True,False,False,False
TXN-6227,INV-0138,0.99994636,0.99984676,0.0,100.0,5,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0138,MATCH,True,True,True,False,False,False
TXN-6228,INV-0381,0.9996152,0.9996115,0.0,38.095238095238095,16,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found,INV-0381,MATCH,True,True,True,False,False,False
TXN-6229,INV-0461,0.999918,0.99353176,0.0,100.0,14,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0461,MATCH,True,True,True,False,False,False
TXN-6230,INV-0375,0.99985206,0.9998012,0.0,46.15384615384615,5,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found,INV-0375,MATCH,True,True,True,False,False,False
TXN-6231,INV-0260,0.99991655,0.99421215,0.0,71.7948717948718,11,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity,INV-0260,MATCH,True,True,True,False,False,False
TXN-6232,INV-0216,0.99997497,0.9996784,0.0,45.16129032258065,17,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found,INV-0216,MATCH,True,True,True,False,False,False
TXN-6233,INV-0251,0.99995387,0.9998472,0.0,61.224489795918366,16,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity,INV-0251,MATCH,True,True,True,False,False,False
TXN-6234,INV-0395,0.999905,0.99760634,0.0,100.0,15,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0395,MATCH,True,True,True,False,False,False
TXN-6235,INV-0269,0.9999131,0.9982642,0.0,100.0,10,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0269,MATCH,True,True,True,False,False,False
TXN-6236,INV-0268,0.9997987,0.9997905,0.0,50.0,1,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Close transaction date + Invoice reference found,INV-0268,MATCH,True,True,True,False,False,False
TXN-6237,INV-0287,0.9998505,0.99970883,0.0,75.0,4,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity,INV-0287,MATCH,True,True,True,False,False,False
TXN-6238,INV-0013,0.9995109,0.9993113,0.0,70.96774193548387,8,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity,INV-0013,MATCH,True,True,True,False,False,False
TXN-6239,INV-0091,0.99997675,0.9994832,0.0,46.15384615384615,18,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found,INV-0091,MATCH,True,True,True,False,False,False
TXN-6240,INV-0150,0.9998785,0.99284357,0.0,56.60377358490566,18,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount,INV-0150,MATCH,True,True,True,False,False,False
TXN-6241,INV-0056,0.9997588,0.99953836,0.0,68.08510638297872,8,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity,INV-0056,MATCH,True,True,True,False,False,False
TXN-6242,INV-0062,0.99974483,0.99968195,0.0,70.96774193548387,6,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity,INV-0062,MATCH,True,True,True,False,False,False
TXN-6243,INV-0118,0.99992275,0.95766354,0.0,100.0,13,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0118,MATCH,True,True,True,False,False,False
TXN-6244,INV-0130,0.9998474,0.5598829,0.0,100.0,7,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0130,MATCH,True,True,True,False,False,False
TXN-6245,INV-0459,0.9998784,0.9996511,0.0,100.0,14,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0459,MATCH,True,True,True,False,False,False
TXN-6246,INV-0242,0.99954766,0.99954236,0.0,53.333333333333336,7,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found,INV-0242,MATCH,True,True,True,False,False,False
TXN-6247,INV-0500,0.999871,0.9985854,0.0,100.0,3,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity + Close transaction date,INV-0500,MATCH,True,True,True,False,False,False
TXN-6248,INV-0006,0.99996793,0.99991053,0.0,50.0,18,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found,INV-0006,MATCH,True,True,True,False,False,False
TXN-6249,INV-0417,0.9975981,0.06322652,0.0,54.16666666666666,11,0,REVIEW,Ambiguous candidate ranking,Exact/near-exact amount,INV-0417,MATCH,True,False,False,False,True,False
TXN-6250,INV-0317,0.9995117,0.9994942,0.0,54.54545454545455,4,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount,INV-0317,MATCH,True,True,True,False,False,False
TXN-6251,INV-0290,0.99997735,0.9994838,0.0,45.16129032258065,17,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found,INV-0290,MATCH,True,True,True,False,False,False
TXN-6252,INV-0262,0.9998485,0.9973189,0.0,100.0,20,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0262,MATCH,True,True,True,False,False,False
TXN-6253,INV-0120,0.99990857,0.9998145,0.0,100.0,13,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0120,MATCH,True,True,True,False,False,False
TXN-6254,INV-0132,0.9997397,0.9988712,0.0,61.224489795918366,12,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity,INV-0132,MATCH,True,True,True,False,False,False
TXN-6255,INV-0302,0.99995613,0.9999076,0.0,46.15384615384615,20,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found,INV-0302,MATCH,True,True,True,False,False,False
TXN-6256,INV-0431,0.99970007,0.9989828,0.0,100.0,20,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0431,MATCH,True,True,True,False,False,False
TXN-6257,INV-0390,0.999841,0.9997655,0.0,100.0,5,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0390,MATCH,True,True,True,False,False,False
TXN-6258,INV-0098,0.9997813,0.99864525,0.0,100.0,8,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0098,MATCH,True,True,True,False,False,False
TXN-6259,INV-0360,0.99981445,0.9869706,0.0,71.7948717948718,6,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity,INV-0360,MATCH,True,True,True,False,False,False
TXN-6260,INV-0168,0.99985516,0.9991015,0.0,56.60377358490566,17,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount,INV-0168,MATCH,True,True,True,False,False,False
TXN-6261,INV-0472,0.9998318,0.9996947,0.0,100.0,20,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0472,MATCH,True,True,True,False,False,False
TXN-6262,INV-0436,0.9999434,0.99913716,0.0,57.69230769230769,13,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount,INV-0436,MATCH,True,True,True,False,False,False
TXN-6263,INV-0215,0.9999231,0.99938685,0.0,100.0,16,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0215,MATCH,True,True,True,False,False,False
TXN-6264,INV-0456,0.99989605,0.9998113,0.0,83.33333333333333,6,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity,INV-0456,MATCH,True,True,True,False,False,False
TXN-6265,INV-0300,0.9999505,0.9997509,0.0,59.25925925925926,16,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount,INV-0300,MATCH,True,True,True,False,False,False
TXN-6266,INV-0026,0.9997594,0.99966043,0.0,61.224489795918366,6,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity,INV-0026,MATCH,True,True,True,False,False,False
TXN-6267,INV-0050,0.9999522,0.99990755,0.0,50.0,20,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found,INV-0050,MATCH,True,True,True,False,False,False
TXN-6268,INV-0073,0.9999198,0.99967414,0.0,66.66666666666666,1,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity + Close transaction date,INV-0073,MATCH,True,True,True,False,False,False
TXN-6269,INV-0127,0.99981385,0.99947447,0.0,68.08510638297872,7,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity,INV-0127,MATCH,True,True,True,False,False,False
