transaction_id,invoice_id,xgb_probability,model_margin,amount_difference_percent,vendor_similarity,date_difference_days,reference_match,decision,decision_reason,explanation
TXN-6175,INV-0117,0.99928516,0.9990194,0.0,68.08510638297872,3,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity + Close transaction date
TXN-6176,INV-0133,0.99994767,0.9998048,0.0,100.0,15,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6177,INV-0385,0.9998611,0.9997614,0.0,100.0,17,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6178,INV-0497,0.9995426,0.99953616,0.0,45.16129032258065,1,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Close transaction date + Invoice reference found
TXN-6179,INV-0036,0.99982566,0.9991728,0.0,100.0,18,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6180,INV-0010,0.99994946,0.9998988,0.0,46.15384615384615,20,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found
TXN-6181,INV-0476,0.99997807,0.99995714,0.0,38.095238095238095,13,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found
TXN-6182,INV-0011,0.999931,0.00025606155,0.0,100.0,14,0,REVIEW,Ambiguous candidate ranking,Exact/near-exact amount + Strong vendor similarity
TXN-6183,INV-0332,0.99991417,0.9964567,0.0,100.0,18,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6184,INV-0319,0.99965334,0.9995658,0.0,61.224489795918366,17,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity
TXN-6185,INV-0131,0.9998816,0.99369836,0.0,45.16129032258065,6,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found
TXN-6186,INV-0299,0.99948525,0.998803,0.0,58.8235294117647,10,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount
TXN-6187,INV-0051,0.9997757,0.999674,0.0,57.69230769230769,5,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount
TXN-6188,INV-0037,0.99963105,0.9995797,0.0,58.8235294117647,14,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount
TXN-6189,INV-0412,0.99972814,0.96287453,0.0,100.0,10,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6190,INV-0437,0.9999101,0.99986887,0.0,66.66666666666666,12,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity
TXN-6191,INV-0320,0.9999231,0.9998309,0.0,100.0,16,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6192,INV-0432,0.9998599,0.9991174,0.0,100.0,7,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6193,INV-0245,0.99994636,0.99984676,0.0,100.0,5,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6194,INV-0025,0.99990404,0.99960005,0.0,100.0,13,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6195,INV-0033,0.999938,0.9999335,0.0,46.15384615384615,13,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found
TXN-6196,INV-0292,0.9998554,0.99979824,0.0,61.224489795918366,15,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity
TXN-6197,INV-0157,0.9997267,0.9996803,0.0,38.095238095238095,20,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found
TXN-6198,INV-0187,0.99975795,0.00027245283,0.16021972991531241,59.25925925925926,14,0,REVIEW,Ambiguous candidate ranking,Exact/near-exact amount
TXN-6199,INV-0160,0.9998517,0.9997422,0.0,66.66666666666666,16,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity
TXN-6200,INV-0386,0.9999577,0.9999431,0.0,41.37931034482759,13,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found
TXN-6201,INV-0351,0.99994814,0.9995909,0.0,76.92307692307692,16,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity
TXN-6202,INV-0218,0.9994765,0.9994714,0.0,38.297872340425535,11,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found
TXN-6203,INV-0337,0.999982,0.987811,0.0,100.0,13,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6204,INV-0244,0.9999614,0.9966206,0.0,100.0,19,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6205,INV-0099,0.99991107,0.9965728,0.0,100.0,18,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6206,INV-0019,0.99883753,0.998819,0.0,54.54545454545455,1,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Close transaction date
TXN-6207,INV-0409,0.9994041,0.999399,0.0,38.095238095238095,7,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found
TXN-6208,INV-0142,0.99992,0.99986154,0.0,56.60377358490566,3,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Close transaction date
TXN-6209,INV-0093,0.99998724,0.9999326,0.0,45.16129032258065,16,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found
TXN-6210,INV-0267,0.99973005,0.99929935,0.0,70.96774193548387,8,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity
TXN-6211,INV-0144,0.9991103,0.99782026,0.0,70.96774193548387,14,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity
TXN-6212,INV-0334,0.9980385,0.9956864,0.0,100.0,3,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity + Close transaction date
TXN-6213,INV-0383,0.9999366,0.99979997,0.0,56.14035087719298,16,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount
TXN-6214,INV-0387,0.9998636,0.99971604,0.0,56.14035087719298,18,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount
TXN-6215,INV-0012,0.9999678,0.9939946,0.0,48.484848484848484,18,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found
TXN-6216,INV-0498,0.999828,0.99968785,0.0,100.0,18,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6217,INV-0104,0.9999603,0.99986625,0.0,60.714285714285715,4,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity
TXN-6218,INV-0196,0.99975353,0.98964214,0.0,100.0,12,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6219,INV-0418,0.99973124,0.9995481,0.0,70.96774193548387,2,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity + Close transaction date
TXN-6220,INV-0477,0.9997024,0.9995564,0.0,56.60377358490566,11,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount
TXN-6221,INV-0068,0.9998479,0.99970305,0.0,100.0,4,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6222,INV-0462,0.9995671,0.99889797,0.0,100.0,9,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6223,INV-0111,0.99979216,0.99857247,0.0,100.0,17,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6224,INV-0028,0.999542,0.99919593,0.0,70.96774193548387,19,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity
TXN-6225,INV-0217,0.999775,0.9996935,0.0,59.64912280701754,12,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount
TXN-6226,INV-0003,0.99976283,0.9994344,0.0,100.0,19,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6227,INV-0138,0.99994636,0.99984676,0.0,100.0,5,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6228,INV-0381,0.9996152,0.9996115,0.0,38.095238095238095,16,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found
TXN-6229,INV-0461,0.999918,0.99353176,0.0,100.0,14,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6230,INV-0375,0.99985206,0.9998012,0.0,46.15384615384615,5,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found
TXN-6231,INV-0260,0.99991655,0.99421215,0.0,71.7948717948718,11,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity
TXN-6232,INV-0216,0.99997497,0.9996784,0.0,45.16129032258065,17,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found
TXN-6233,INV-0251,0.99995387,0.9998472,0.0,61.224489795918366,16,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity
TXN-6234,INV-0395,0.999905,0.99760634,0.0,100.0,15,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6235,INV-0269,0.9999131,0.9982642,0.0,100.0,10,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6236,INV-0268,0.9997987,0.9997905,0.0,50.0,1,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Close transaction date + Invoice reference found
TXN-6237,INV-0287,0.9998505,0.99970883,0.0,75.0,4,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity
TXN-6238,INV-0013,0.9995109,0.9993113,0.0,70.96774193548387,8,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity
TXN-6239,INV-0091,0.99997675,0.9994832,0.0,46.15384615384615,18,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found
TXN-6240,INV-0150,0.9998785,0.99284357,0.0,56.60377358490566,18,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount
TXN-6241,INV-0056,0.9997588,0.99953836,0.0,68.08510638297872,8,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity
TXN-6242,INV-0062,0.99974483,0.99968195,0.0,70.96774193548387,6,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity
TXN-6243,INV-0118,0.99992275,0.95766354,0.0,100.0,13,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6244,INV-0130,0.9998474,0.5598829,0.0,100.0,7,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6245,INV-0459,0.9998784,0.9996511,0.0,100.0,14,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6246,INV-0242,0.99954766,0.99954236,0.0,53.333333333333336,7,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found
TXN-6247,INV-0500,0.999871,0.9985854,0.0,100.0,3,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity + Close transaction date
TXN-6248,INV-0006,0.99996793,0.99991053,0.0,50.0,18,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found
TXN-6249,INV-0417,0.9975981,0.06322652,0.0,54.166666666666664,11,0,REVIEW,Ambiguous candidate ranking,Exact/near-exact amount
TXN-6250,INV-0317,0.9995117,0.9994942,0.0,54.54545454545455,4,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount
TXN-6251,INV-0290,0.99997735,0.9994838,0.0,45.16129032258065,17,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found
TXN-6252,INV-0262,0.9998485,0.9973189,0.0,100.0,20,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6253,INV-0120,0.99990857,0.9998145,0.0,100.0,13,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6254,INV-0132,0.9997397,0.9988712,0.0,61.224489795918366,12,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity
TXN-6255,INV-0302,0.99995613,0.9999076,0.0,46.15384615384615,20,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found
TXN-6256,INV-0431,0.99970007,0.9989828,0.0,100.0,20,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6257,INV-0390,0.999841,0.9997655,0.0,100.0,5,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6258,INV-0098,0.9997813,0.99864525,0.0,100.0,8,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6259,INV-0360,0.99981445,0.9869706,0.0,71.7948717948718,6,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity
TXN-6260,INV-0168,0.99985516,0.9991015,0.0,56.60377358490566,17,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount
TXN-6261,INV-0472,0.9998318,0.9996947,0.0,100.0,20,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6262,INV-0436,0.9999434,0.99913716,0.0,57.69230769230769,13,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount
TXN-6263,INV-0215,0.9999231,0.99938685,0.0,100.0,16,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6264,INV-0456,0.99989605,0.9998113,0.0,83.33333333333333,6,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6265,INV-0300,0.9999505,0.9997509,0.0,59.25925925925926,16,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount
TXN-6266,INV-0026,0.9997594,0.99966043,0.0,61.224489795918366,6,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity
TXN-6267,INV-0050,0.9999522,0.99990755,0.0,50.0,20,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found
TXN-6268,INV-0073,0.9999198,0.99967414,0.0,66.66666666666666,1,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity + Close transaction date
TXN-6269,INV-0127,0.99981385,0.99947447,0.0,68.08510638297872,7,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity
TXN-6270,INV-0358,0.9992417,0.9875335,0.0,59.64912280701754,18,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount
TXN-6271,INV-0137,0.99990165,0.9997586,0.0,68.08510638297872,14,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity
TXN-6272,INV-0388,0.9999287,0.9996859,0.0,56.14035087719298,14,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount
TXN-6273,INV-0357,0.9999099,0.9882838,0.0,100.0,16,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6274,INV-0124,0.99988663,0.9996087,0.0,75.0,19,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity
TXN-6275,INV-0466,0.9991277,0.99912435,0.0,41.37931034482759,10,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found
TXN-6276,INV-0055,0.99879766,0.9987926,0.0,41.37931034482759,8,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found
TXN-6277,INV-0264,0.99979204,0.99964166,0.0,57.69230769230769,6,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount
TXN-6278,INV-0449,0.9996786,0.9993872,0.0,56.60377358490566,19,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount
TXN-6279,INV-0451,0.9998216,0.99972296,0.0,100.0,18,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6280,INV-0205,0.9999677,0.9999441,0.0,46.15384615384615,19,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found
TXN-6281,INV-0496,0.99997437,0.9999496,0.0,46.15384615384615,18,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found
TXN-6282,INV-0483,0.99993455,0.9933504,0.0,100.0,18,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6283,INV-0439,0.9998946,0.9997629,0.0,59.25925925925926,15,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount
TXN-6284,INV-0470,0.9999546,0.9971375,0.0,83.33333333333333,14,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6285,INV-0175,0.99955267,0.99947184,0.0,58.8235294117647,10,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount
TXN-6286,INV-0105,0.9990959,0.99766684,0.0,100.0,9,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6287,INV-0238,0.9999591,0.9997978,0.0,82.35294117647058,15,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6288,INV-0318,0.9997986,0.99953693,0.0,100.0,7,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6289,INV-0213,0.9998883,0.9966162,0.0,100.0,12,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6290,INV-0226,0.99980634,0.99814534,0.0,100.0,14,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6291,INV-0425,0.999925,0.9995703,0.0,82.35294117647058,5,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6292,INV-0031,0.999569,0.97458065,0.0,100.0,7,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6293,INV-0394,0.9998004,0.99968743,0.0,100.0,19,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6294,INV-0233,0.99939644,0.6503265,0.0,100.0,9,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6295,INV-0153,0.9996276,0.9996179,0.0,50.0,6,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found
TXN-6296,INV-0478,0.99969506,0.9996924,0.0,53.333333333333336,10,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found
TXN-6297,INV-0126,0.99991584,0.9283242,0.0,100.0,17,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6298,INV-0248,0.99987173,0.9993074,0.0,70.96774193548387,5,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity
TXN-6299,INV-0155,0.99989784,0.99981415,0.0,71.7948717948718,2,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity + Close transaction date
TXN-6300,INV-0460,0.9994325,0.9957519,0.0,83.33333333333333,5,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6301,INV-0280,0.99978393,0.99812275,0.0,76.92307692307692,11,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity
TXN-6302,INV-0255,0.9998136,0.99972814,0.0,59.25925925925926,13,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount
TXN-6303,INV-0471,0.999974,0.99995446,0.0,53.333333333333336,19,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found
TXN-6304,INV-0214,0.99976724,0.98278487,0.0,59.64912280701754,14,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount
TXN-6305,INV-0293,0.9987577,0.9982303,0.0,100.0,3,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity + Close transaction date
TXN-6306,INV-0108,0.9999355,0.9999291,0.0,51.42857142857143,13,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found
TXN-6307,INV-0136,0.9997428,0.99123406,0.0,54.54545454545455,12,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount
TXN-6308,INV-0296,0.9996952,0.99799854,0.0,100.0,11,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6309,INV-0024,0.99990296,0.9998519,0.0,58.8235294117647,3,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Close transaction date
TXN-6310,INV-0042,0.99988294,0.9861079,0.0,100.0,12,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6311,INV-0015,0.99990225,0.999397,0.0,57.69230769230769,18,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount
TXN-6312,INV-0492,0.99950504,0.99946225,0.0,60.714285714285715,14,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity
TXN-6313,INV-0289,0.99941325,0.9994097,0.0,38.297872340425535,16,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found
TXN-6314,INV-0173,0.99971837,0.99708354,0.0,100.0,10,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6315,INV-0453,0.9998004,0.99367803,0.0,100.0,19,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6316,INV-0088,0.999824,0.99981713,0.0,38.095238095238095,16,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found
TXN-6317,INV-0405,0.99985945,0.997165,0.0,100.0,2,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity + Close transaction date
TXN-6318,INV-0298,0.99991906,0.99834013,0.0,100.0,15,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6319,INV-0304,0.9998882,0.9998455,0.0,56.60377358490566,6,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount
TXN-6320,INV-0087,0.9999143,0.99985325,0.0,59.25925925925926,1,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Close transaction date
TXN-6321,INV-0346,0.999443,0.9994379,0.0,38.095238095238095,5,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found
TXN-6322,INV-0048,0.9990996,0.9807038,0.0,100.0,6,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6323,INV-0274,0.9999081,0.99618924,0.0,100.0,12,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6324,INV-0487,0.9999577,0.9719145,0.0,70.96774193548387,12,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity
TXN-6325,INV-0341,0.9998085,0.9998017,0.0,46.15384615384615,2,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Close transaction date + Invoice reference found
TXN-6326,INV-0321,0.99942636,0.958416,0.0,100.0,8,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6327,INV-0362,0.99993837,0.99984515,0.0,76.92307692307692,4,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity
TXN-6328,INV-0485,0.9998528,0.9997615,0.0,59.25925925925926,16,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount
TXN-6329,INV-0352,0.99986327,0.4550404,0.0,100.0,19,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6330,INV-0326,0.9999635,0.9982947,0.0,100.0,15,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6331,INV-0101,0.9997243,0.9960055,0.0,100.0,11,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6332,INV-0129,0.99993443,0.99982363,0.0,71.7948717948718,14,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity
TXN-6333,INV-0041,0.9999881,0.99695826,0.0,71.7948717948718,16,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity
TXN-6334,INV-0146,0.9999124,0.999821,0.0,100.0,13,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6335,INV-0343,0.9987612,0.9987421,0.0,38.095238095238095,4,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found
TXN-6336,INV-0404,0.9998167,0.99832207,0.0,56.14035087719298,10,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount
TXN-6337,INV-0116,0.9998573,0.98701346,0.0,71.7948717948718,5,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity
TXN-6338,INV-0166,0.99992263,0.99984396,0.0,100.0,3,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity + Close transaction date
TXN-6339,INV-0083,0.99991536,0.99979013,0.0,57.69230769230769,1,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Close transaction date
TXN-6340,INV-0085,0.9999151,0.98742765,0.0,57.69230769230769,15,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount
TXN-6341,INV-0156,0.9995609,0.99897426,0.0,100.0,5,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6342,INV-0452,0.9999211,0.9976892,0.0,100.0,15,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6343,INV-0430,0.99986565,0.9990886,0.0,100.0,4,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6344,INV-0064,0.99971336,0.99776393,0.0,61.224489795918366,19,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Moderate vendor similarity
TXN-6345,INV-0029,0.99993753,0.99956644,0.0,38.095238095238095,12,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found
TXN-6346,INV-0258,0.999899,0.9998796,0.0,46.15384615384615,5,1,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Invoice reference found
TXN-6347,INV-0222,0.99829,0.98587567,0.0,100.0,3,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity + Close transaction date
TXN-6348,INV-0376,0.9995703,0.99835736,0.0,100.0,20,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6349,INV-0094,0.9996815,0.99915713,0.0,100.0,10,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
TXN-6350,INV-0301,0.9996395,0.9978965,0.0,100.0,10,0,MATCH,XGBoost match passed financial safety checks,Exact/near-exact amount + Strong vendor similarity
