transaction_id,actual_invoice_id,actual_status,actual_reason
TXN-6368,INV-0246,MATCH,"Exact amount, vendor, and single valid mapping."
TXN-6369,INV-0369,MATCH,"Exact amount, vendor, and single valid mapping."
TXN-6370,INV-0499,MATCH,"Exact amount, vendor, and single valid mapping."
TXN-6371,INV-0440,MATCH,"Exact amount, vendor, and single valid mapping."
TXN-6372,INV-0159,MATCH,"Exact amount, vendor, and single valid mapping."
TXN-6373,INV-0402,MATCH,"Exact amount, vendor, and single valid mapping."
TXN-6374,INV-0408,MATCH,"Exact amount, vendor, and single valid mapping."
TXN-6375,INV-0420,MATCH,"Exact amount, vendor, and single valid mapping."
TXN-6376,INV-0067,AMOUNT_MISMATCH,Bank txn amount (439750.0) differs from invoice amount (439800.0).
TXN-6377,INV-0283,AMOUNT_MISMATCH,Bank txn amount (61250.0) differs from invoice amount (61750.0).
TXN-6378,INV-0240,AMOUNT_MISMATCH,Bank txn amount (466600.0) differs from invoice amount (466750.0).
TXN-6379,INV-0189,AMOUNT_MISMATCH,Bank txn amount (11350.0) differs from invoice amount (10850.0).
TXN-6380,INV-0444,AMOUNT_MISMATCH,Bank txn amount (127350.0) differs from invoice amount (127400.0).
TXN-6381,INV-0284,AMOUNT_MISMATCH,Bank txn amount (325600.0) differs from invoice amount (326100.0).
TXN-6382,INV-0185,AMOUNT_MISMATCH,Bank txn amount (84450.0) differs from invoice amount (83950.0).
TXN-6383,INV-0434,AMOUNT_MISMATCH,Bank txn amount (316650.0) differs from invoice amount (317150.0).
TXN-6384,INV-0253,AMOUNT_MISMATCH,Bank txn amount (236550.0) differs from invoice amount (236600.0).
TXN-6385,INV-0122,AMOUNT_MISMATCH,Bank txn amount (489050.0) differs from invoice amount (489200.0).
TXN-6386,INV-0072,AMOUNT_MISMATCH,Bank txn amount (397800.0) differs from invoice amount (398300.0).
TXN-6387,INV-0416,AMOUNT_MISMATCH,Bank txn amount (265750.0) differs from invoice amount (265250.0).
TXN-6388,INV-0415,AMOUNT_MISMATCH,Bank txn amount (462150.0) differs from invoice amount (462300.0).
TXN-6389,INV-0115,AMOUNT_MISMATCH,Bank txn amount (164050.0) differs from invoice amount (163950.0).
TXN-6390,INV-0261,AMOUNT_MISMATCH,Bank txn amount (398050.0) differs from invoice amount (397550.0).
TXN-6391,INV-0457,AMOUNT_MISMATCH,Bank txn amount (43150.0) differs from invoice amount (43200.0).
TXN-6392,INV-0090,AMOUNT_MISMATCH,Bank txn amount (82350.0) differs from invoice amount (82400.0).
TXN-6393,INV-0479,AMOUNT_MISMATCH,Bank txn amount (429250.0) differs from invoice amount (429300.0).
TXN-6394,INV-0359,AMOUNT_MISMATCH,Bank txn amount (312350.0) differs from invoice amount (312500.0).
TXN-6395,INV-0403,AMOUNT_MISMATCH,Bank txn amount (237750.0) differs from invoice amount (237650.0).
TXN-6396,INV-0365,AMOUNT_MISMATCH,Bank txn amount (256450.0) differs from invoice amount (256500.0).
TXN-6397,INV-0081,AMOUNT_MISMATCH,Bank txn amount (152800.0) differs from invoice amount (152700.0).
TXN-6398,INV-0154,AMOUNT_MISMATCH,Bank txn amount (360750.0) differs from invoice amount (360800.0).
TXN-6399,INV-0149,AMOUNT_MISMATCH,Bank txn amount (488100.0) differs from invoice amount (488250.0).
TXN-6400,INV-0278,AMOUNT_MISMATCH,Bank txn amount (312900.0) differs from invoice amount (312800.0).
TXN-6401,INV-0282,AMOUNT_MISMATCH,Bank txn amount (118400.0) differs from invoice amount (118550.0).
TXN-6402,INV-0034,AMOUNT_MISMATCH,Bank txn amount (131050.0) differs from invoice amount (131550.0).
TXN-6403,INV-0364,AMOUNT_MISMATCH,Bank txn amount (340750.0) differs from invoice amount (341250.0).
TXN-6404,INV-0178,AMOUNT_MISMATCH,Bank txn amount (103850.0) differs from invoice amount (103900.0).
TXN-6405,INV-0342,AMOUNT_MISMATCH,Bank txn amount (177250.0) differs from invoice amount (177400.0).
TXN-6406,INV-0164,AMOUNT_MISMATCH,Bank txn amount (447700.0) differs from invoice amount (447850.0).
TXN-6407,INV-0350,AMOUNT_MISMATCH,Bank txn amount (390100.0) differs from invoice amount (390600.0).
TXN-6408,INV-0045,AMOUNT_MISMATCH,Bank txn amount (265950.0) differs from invoice amount (266000.0).
TXN-6409,INV-0447,AMOUNT_MISMATCH,Bank txn amount (107350.0) differs from invoice amount (107850.0).
TXN-6410,INV-0366,AMOUNT_MISMATCH,Bank txn amount (125000.0) differs from invoice amount (125500.0).
TXN-6411,INV-0089,AMOUNT_MISMATCH,Bank txn amount (8200.0) differs from invoice amount (8100.0).
TXN-6412,INV-0232,AMOUNT_MISMATCH,Bank txn amount (128650.0) differs from invoice amount (128700.0).
TXN-6413,INV-0038,AMOUNT_MISMATCH,Bank txn amount (440300.0) differs from invoice amount (440350.0).
TXN-6414,INV-0070,AMOUNT_MISMATCH,Bank txn amount (41750.0) differs from invoice amount (41900.0).
TXN-6415,INV-0063,AMOUNT_MISMATCH,Bank txn amount (354100.0) differs from invoice amount (353600.0).
TXN-6416,INV-0103,AMBIGUOUS,"Multiple identical invoices (INV-0103, INV-0252) exist for vendor Bharat Fuel Services and amount 452400.0."
TXN-6417,INV-0356,AMBIGUOUS,"Multiple identical invoices (INV-0356, INV-0147) exist for vendor Bharat Fuel Services and amount 60700.0."
TXN-6418,INV-0314,AMBIGUOUS,"Multiple identical invoices (INV-0314, INV-0110) exist for vendor Zephyr Digital Media and amount 108750.0."
TXN-6419,INV-0493,AMBIGUOUS,"Multiple identical invoices (INV-0493, INV-0361) exist for vendor Cloudnova Technologies Pvt Ltd and amount 272400.0."
TXN-6420,INV-0134,AMBIGUOUS,"Multiple identical invoices (INV-0134, INV-0397) exist for vendor Sterling Office Supplies and amount 800.0."
TXN-6421,INV-0135,AMBIGUOUS,"Multiple identical invoices (INV-0135, INV-0061) exist for vendor Zephyr Digital Media and amount 352650.0."
TXN-6422,INV-0288,AMBIGUOUS,"Multiple identical invoices (INV-0288, INV-0199) exist for vendor Trident Supply Chain Solutions and amount 186850.0."
TXN-6423,INV-0266,AMBIGUOUS,"Multiple identical invoices (INV-0266, INV-0256) exist for vendor Trident Supply Chain Solutions and amount 417350.0."
TXN-6424,INV-0096,AMBIGUOUS,"Multiple identical invoices (INV-0096, INV-0377) exist for vendor Apex Infraworks India and amount 217150.0."
TXN-6425,INV-0014,AMBIGUOUS,"Multiple identical invoices (INV-0014, INV-0059) exist for vendor Metro Logistics Solutions and amount 452700.0."
TXN-6426,INV-0128,AMBIGUOUS,"Multiple identical invoices (INV-0128, INV-0143) exist for vendor Kaveri Enterprises Solutions and amount 257650.0."
TXN-6427,INV-0333,AMBIGUOUS,"Multiple identical invoices (INV-0333, INV-0161) exist for vendor Bharat Fuel Services and amount 334800.0."
TXN-6428,INV-0458,MATCH,Original valid transaction matching invoice.
TXN-6429,INV-0458,DUPLICATE,Second transaction paying already-settled invoice INV-0458 (Primary TXN: TXN-6428).
TXN-6430,INV-0272,MATCH,Original valid transaction matching invoice.
TXN-6431,INV-0272,DUPLICATE,Second transaction paying already-settled invoice INV-0272 (Primary TXN: TXN-6430).
TXN-6432,INV-0071,MATCH,Original valid transaction matching invoice.
TXN-6433,INV-0071,DUPLICATE,Second transaction paying already-settled invoice INV-0071 (Primary TXN: TXN-6432).
TXN-6434,INV-0294,MATCH,Original valid transaction matching invoice.
TXN-6435,INV-0294,DUPLICATE,Second transaction paying already-settled invoice INV-0294 (Primary TXN: TXN-6434).
TXN-6436,INV-0040,MATCH,Original valid transaction matching invoice.
TXN-6437,INV-0040,DUPLICATE,Second transaction paying already-settled invoice INV-0040 (Primary TXN: TXN-6436).
TXN-6438,INV-0391,MATCH,Original valid transaction matching invoice.
TXN-6439,INV-0391,DUPLICATE,Second transaction paying already-settled invoice INV-0391 (Primary TXN: TXN-6438).
TXN-6440,INV-0495,MATCH,Original valid transaction matching invoice.
TXN-6441,INV-0495,DUPLICATE,Second transaction paying already-settled invoice INV-0495 (Primary TXN: TXN-6440).
TXN-6442,INV-0191,MATCH,Original valid transaction matching invoice.
TXN-6443,INV-0191,DUPLICATE,Second transaction paying already-settled invoice INV-0191 (Primary TXN: TXN-6442).
TXN-6444,INV-0190,MATCH,Original valid transaction matching invoice.
TXN-6445,INV-0190,DUPLICATE,Second transaction paying already-settled invoice INV-0190 (Primary TXN: TXN-6444).
TXN-6446,INV-0231,MATCH,Original valid transaction matching invoice.
TXN-6447,INV-0231,DUPLICATE,Second transaction paying already-settled invoice INV-0231 (Primary TXN: TXN-6446).
TXN-6448,INV-0489,MATCH,Original valid transaction matching invoice.
TXN-6449,INV-0489,DUPLICATE,Second transaction paying already-settled invoice INV-0489 (Primary TXN: TXN-6448).
TXN-6450,INV-0079,MATCH,Original valid transaction matching invoice.
TXN-6451,INV-0079,DUPLICATE,Second transaction paying already-settled invoice INV-0079 (Primary TXN: TXN-6450).
TXN-6452,INV-0310,MATCH,Original valid transaction matching invoice.
TXN-6453,INV-0310,DUPLICATE,Second transaction paying already-settled invoice INV-0310 (Primary TXN: TXN-6452).
TXN-6454,INV-0017,MATCH,Original valid transaction matching invoice.
TXN-6455,INV-0017,DUPLICATE,Second transaction paying already-settled invoice INV-0017 (Primary TXN: TXN-6454).
TXN-6456,INV-0291,MATCH,Original valid transaction matching invoice.
TXN-6457,INV-0291,DUPLICATE,Second transaction paying already-settled invoice INV-0291 (Primary TXN: TXN-6456).
TXN-6458,INV-0197,MATCH,Original valid transaction matching invoice.
TXN-6459,INV-0197,DUPLICATE,Second transaction paying already-settled invoice INV-0197 (Primary TXN: TXN-6458).
TXN-6460,INV-0186,MATCH,Original valid transaction matching invoice.
TXN-6461,INV-0186,DUPLICATE,Second transaction paying already-settled invoice INV-0186 (Primary TXN: TXN-6460).
TXN-6462,INV-0188,MATCH,Original valid transaction matching invoice.
TXN-6463,INV-0188,DUPLICATE,Second transaction paying already-settled invoice INV-0188 (Primary TXN: TXN-6462).
TXN-6464,INV-0331,MATCH,Original valid transaction matching invoice.
TXN-6465,INV-0331,DUPLICATE,Second transaction paying already-settled invoice INV-0331 (Primary TXN: TXN-6464).
TXN-6466,INV-0399,MATCH,Original valid transaction matching invoice.
TXN-6467,INV-0399,DUPLICATE,Second transaction paying already-settled invoice INV-0399 (Primary TXN: TXN-6466).
