transaction_id,predicted_invoice_id,confidence,decision,amount_difference,amount_difference_percent,date_difference_days,vendor_similarity,reference_match,second_best_score,confidence_margin,reason,actual_invoice_id,actual_status
TXN-6042,INV-0400,82.78,MATCH,0.0,0.0,10,100.0,False,65.27,17.51,Exact amount + strong vendor similarity + close date,INV-0400,MATCH
TXN-6048,INV-0148,82.78,MATCH,0.0,0.0,10,100.0,False,64.18,18.6,Exact amount + strong vendor similarity + close date,INV-0148,MATCH
TXN-6083,INV-0176,82.78,MATCH,0.0,0.0,10,100.0,False,41.79,40.99,Exact amount + strong vendor similarity + close date,INV-0176,MATCH
TXN-6189,INV-0412,82.78,REVIEW,0.0,0.0,10,100.0,False,75.0,7.78,Ambiguous: competing invoice candidates have similar evidence,INV-0412,MATCH
TXN-6235,INV-0269,82.78,MATCH,0.0,0.0,10,100.0,False,71.9,10.88,Exact amount + strong vendor similarity + close date,INV-0269,MATCH
TXN-6314,INV-0173,82.78,MATCH,0.0,0.0,10,100.0,False,72.91,9.87,Exact amount + strong vendor similarity + close date,INV-0173,MATCH
TXN-6349,INV-0094,82.78,MATCH,0.0,0.0,10,100.0,False,62.41,20.37,Exact amount + strong vendor similarity + close date,INV-0094,MATCH
TXN-6350,INV-0301,82.78,MATCH,0.0,0.0,10,100.0,False,65.26,17.52,Exact amount + strong vendor similarity + close date,INV-0301,MATCH
TXN-6467,INV-0399,82.78,MATCH,0.0,0.0,10,100.0,False,67.81,14.97,Exact amount + strong vendor similarity + close date,INV-0399,DUPLICATE
TXN-6013,INV-0286,82.56,MATCH,0.0,0.0,11,100.0,False,73.4,9.16,Exact amount + strong vendor similarity + close date,INV-0286,MATCH
TXN-6016,INV-0184,82.56,MATCH,0.0,0.0,11,100.0,False,71.39,11.17,Exact amount + strong vendor similarity + close date,INV-0184,MATCH
TXN-6035,INV-0058,82.56,MATCH,0.0,0.0,11,100.0,False,72.93,9.63,Exact amount + strong vendor similarity + close date,INV-0058,MATCH
TXN-6071,INV-0220,82.56,MATCH,0.0,0.0,11,100.0,False,73.72,8.84,Exact amount + strong vendor similarity + close date,INV-0220,MATCH
TXN-6088,INV-0422,82.56,MATCH,0.0,0.0,11,100.0,False,73.11,9.45,Exact amount + strong vendor similarity + close date,INV-0422,MATCH
TXN-6106,INV-0438,82.56,MATCH,0.0,0.0,11,100.0,False,61.53,21.03,Exact amount + strong vendor similarity + close date,INV-0438,MATCH
TXN-6161,INV-0371,82.56,MATCH,0.0,0.0,11,100.0,False,70.72,11.84,Exact amount + strong vendor similarity + close date,INV-0371,MATCH
TXN-6198,INV-0285,82.56,REVIEW,0.0,0.0,11,100.0,False,81.17,1.39,Ambiguous: competing invoice candidates have similar evidence,INV-0285,MATCH
TXN-6308,INV-0296,82.56,MATCH,0.0,0.0,11,100.0,False,73.11,9.45,Exact amount + strong vendor similarity + close date,INV-0296,MATCH
TXN-6331,INV-0101,82.56,MATCH,0.0,0.0,11,100.0,False,71.95,10.61,Exact amount + strong vendor similarity + close date,INV-0101,MATCH
TXN-6443,INV-0191,82.56,REVIEW,0.0,0.0,11,100.0,False,70.63,11.93,Invoice already assigned; possible duplicate payment,INV-0191,DUPLICATE
TXN-6031,INV-0054,82.33,MATCH,0.0,0.0,12,100.0,False,66.55,15.78,Exact amount + strong vendor similarity + close date,INV-0054,MATCH
TXN-6218,INV-0196,82.33,MATCH,0.0,0.0,12,100.0,False,73.91,8.42,Exact amount + strong vendor similarity + close date,INV-0196,MATCH
TXN-6289,INV-0213,82.33,MATCH,0.0,0.0,12,100.0,False,67.22,15.11,Exact amount + strong vendor similarity + close date,INV-0213,MATCH
TXN-6307,INV-0136,82.33,MATCH,0.0,0.0,12,100.0,False,67.17,15.16,Exact amount + strong vendor similarity + close date,INV-0136,MATCH
TXN-6310,INV-0042,82.33,MATCH,0.0,0.0,12,100.0,False,68.57,13.76,Exact amount + strong vendor similarity + close date,INV-0042,MATCH
TXN-6323,INV-0274,82.33,MATCH,0.0,0.0,12,100.0,False,69.28,13.05,Exact amount + strong vendor similarity + close date,INV-0274,MATCH
TXN-6021,INV-0165,82.11,MATCH,0.0,0.0,13,100.0,False,60.44,21.67,Exact amount + strong vendor similarity + close date,INV-0165,MATCH
TXN-6043,INV-0004,82.11,MATCH,0.0,0.0,13,100.0,False,45.29,36.82,Exact amount + strong vendor similarity + close date,INV-0004,MATCH
TXN-6051,INV-0480,82.11,REVIEW,0.0,0.0,13,100.0,False,75.34,6.77,Ambiguous: competing invoice candidates have similar evidence,INV-0480,MATCH
TXN-6067,INV-0428,82.11,MATCH,0.0,0.0,13,100.0,False,52.51,29.6,Exact amount + strong vendor similarity + close date,INV-0428,MATCH
TXN-6081,INV-0183,82.11,MATCH,0.0,0.0,13,100.0,False,72.79,9.32,Exact amount + strong vendor similarity + close date,INV-0183,MATCH
TXN-6101,INV-0414,82.11,MATCH,0.0,0.0,13,100.0,False,54.08,28.03,Exact amount + strong vendor similarity + close date,INV-0414,MATCH
TXN-6141,INV-0426,82.11,MATCH,0.0,0.0,13,100.0,False,63.18,18.93,Exact amount + strong vendor similarity + close date,INV-0426,MATCH
TXN-6156,INV-0275,82.11,MATCH,0.0,0.0,13,100.0,False,64.15,17.96,Exact amount + strong vendor similarity + close date,INV-0275,MATCH
TXN-6167,INV-0324,82.11,MATCH,0.0,0.0,13,100.0,False,57.93,24.18,Exact amount + strong vendor similarity + close date,INV-0324,MATCH
TXN-6194,INV-0025,82.11,MATCH,0.0,0.0,13,100.0,False,70.27,11.84,Exact amount + strong vendor similarity + close date,INV-0025,MATCH
TXN-6203,INV-0337,82.11,REVIEW,0.0,0.0,13,100.0,False,79.18,2.93,Ambiguous: competing invoice candidates have similar evidence,INV-0337,MATCH
TXN-6243,INV-0118,82.11,REVIEW,0.0,0.0,13,100.0,False,76.16,5.95,Ambiguous: competing invoice candidates have similar evidence,INV-0118,MATCH
TXN-6253,INV-0120,82.11,MATCH,0.0,0.0,13,100.0,False,48.4,33.71,Exact amount + strong vendor similarity + close date,INV-0120,MATCH
TXN-6302,INV-0255,82.11,MATCH,0.0,0.0,13,100.0,False,58.69,23.42,Exact amount + strong vendor similarity + close date,INV-0255,MATCH
TXN-6334,INV-0146,82.11,MATCH,0.0,0.0,13,100.0,False,62.48,19.63,Exact amount + strong vendor similarity + close date,INV-0146,MATCH
TXN-6352,INV-0433,82.11,MATCH,0.0,0.0,13,100.0,False,57.92,24.19,Exact amount + strong vendor similarity + close date,INV-0433,MATCH
TXN-6371,INV-0440,82.11,MATCH,0.0,0.0,13,100.0,False,56.9,25.21,Exact amount + strong vendor similarity + close date,INV-0440,MATCH
TXN-6431,INV-0272,82.11,REVIEW,0.0,0.0,13,100.0,False,77.34,4.77,Ambiguous: competing invoice candidates have similar evidence,INV-0272,DUPLICATE
TXN-6040,INV-0172,81.89,REVIEW,0.0,0.0,14,100.0,False,69.18,12.71,Vendor/date evidence insufficient for automatic match,INV-0172,MATCH
TXN-6121,INV-0112,81.89,REVIEW,0.0,0.0,14,100.0,False,63.59,18.3,Vendor/date evidence insufficient for automatic match,INV-0112,MATCH
TXN-6166,INV-0193,81.89,REVIEW,0.0,0.0,14,100.0,False,69.32,12.57,Vendor/date evidence insufficient for automatic match,INV-0193,MATCH
TXN-6229,INV-0461,81.89,REVIEW,0.0,0.0,14,100.0,False,76.85,5.04,Ambiguous: competing invoice candidates have similar evidence,INV-0461,MATCH
TXN-6245,INV-0459,81.89,REVIEW,0.0,0.0,14,100.0,False,56.25,25.64,Vendor/date evidence insufficient for automatic match,INV-0459,MATCH
TXN-6284,INV-0470,81.89,REVIEW,0.0,0.0,14,100.0,False,72.34,9.55,Vendor/date evidence insufficient for automatic match,INV-0470,MATCH
TXN-6290,INV-0226,81.89,REVIEW,0.0,0.0,14,100.0,False,57.3,24.59,Vendor/date evidence insufficient for automatic match,INV-0226,MATCH
TXN-6358,INV-0450,81.89,REVIEW,0.0,0.0,14,100.0,False,66.98,14.91,Vendor/date evidence insufficient for automatic match,INV-0450,MATCH
TXN-6455,INV-0017,81.89,REVIEW,0.0,0.0,14,100.0,False,63.67,18.22,Invoice already assigned; possible duplicate payment,INV-0017,DUPLICATE
TXN-6039,INV-0043,81.67,REVIEW,0.0,0.0,15,100.0,False,58.03,23.64,Vendor/date evidence insufficient for automatic match,INV-0043,MATCH
TXN-6065,INV-0182,81.67,REVIEW,0.0,0.0,15,100.0,False,73.67,8.0,Vendor/date evidence insufficient for automatic match,INV-0182,MATCH
TXN-6084,INV-0441,81.67,REVIEW,0.0,0.0,15,100.0,False,69.98,11.69,Vendor/date evidence insufficient for automatic match,INV-0441,MATCH
TXN-6124,INV-0355,81.67,REVIEW,0.0,0.0,15,100.0,False,61.97,19.7,Vendor/date evidence insufficient for automatic match,INV-0355,MATCH
TXN-6138,INV-0442,81.67,REVIEW,0.0,0.0,15,100.0,False,67.75,13.92,Vendor/date evidence insufficient for automatic match,INV-0442,MATCH
TXN-6176,INV-0133,81.67,REVIEW,0.0,0.0,15,100.0,False,68.56,13.11,Vendor/date evidence insufficient for automatic match,INV-0133,MATCH
TXN-6234,INV-0395,81.67,REVIEW,0.0,0.0,15,100.0,False,61.66,20.01,Vendor/date evidence insufficient for automatic match,INV-0395,MATCH
TXN-6283,INV-0439,81.67,REVIEW,0.0,0.0,15,100.0,False,60.62,21.05,Vendor/date evidence insufficient for automatic match,INV-0439,MATCH
TXN-6318,INV-0298,81.67,REVIEW,0.0,0.0,15,100.0,False,69.63,12.04,Vendor/date evidence insufficient for automatic match,INV-0298,MATCH
TXN-6330,INV-0326,81.67,REVIEW,0.0,0.0,15,100.0,False,74.1,7.57,Ambiguous: competing invoice candidates have similar evidence,INV-0326,MATCH
TXN-6342,INV-0452,81.67,REVIEW,0.0,0.0,15,100.0,False,59.71,21.96,Vendor/date evidence insufficient for automatic match,INV-0452,MATCH
TXN-6375,INV-0420,81.67,REVIEW,0.0,0.0,15,100.0,False,74.35,7.32,Ambiguous: competing invoice candidates have similar evidence,INV-0420,MATCH
TXN-6142,INV-0044,81.44,REVIEW,0.0,0.0,16,100.0,False,71.97,9.47,Vendor/date evidence insufficient for automatic match,INV-0044,MATCH
TXN-6148,INV-0007,81.44,REVIEW,0.0,0.0,16,100.0,False,74.54,6.9,Ambiguous: competing invoice candidates have similar evidence,INV-0007,MATCH
TXN-6191,INV-0320,81.44,REVIEW,0.0,0.0,16,100.0,False,50.86,30.58,Vendor/date evidence insufficient for automatic match,INV-0320,MATCH
TXN-6263,INV-0215,81.44,REVIEW,0.0,0.0,16,100.0,False,56.86,24.58,Vendor/date evidence insufficient for automatic match,INV-0215,MATCH
TXN-6265,INV-0300,81.44,REVIEW,0.0,0.0,16,100.0,False,64.43,17.01,Vendor/date evidence insufficient for automatic match,INV-0300,MATCH
TXN-6273,INV-0357,81.44,REVIEW,0.0,0.0,16,100.0,False,69.0,12.44,Vendor/date evidence insufficient for automatic match,INV-0357,MATCH
TXN-6328,INV-0485,81.44,REVIEW,0.0,0.0,16,100.0,False,55.31,26.13,Vendor/date evidence insufficient for automatic match,INV-0485,MATCH
TXN-6190,INV-0437,81.36,REVIEW,0.0,0.0,12,96.77,False,58.89,22.47,Vendor/date evidence insufficient for automatic match,INV-0437,MATCH
TXN-6030,INV-0396,81.22,REVIEW,0.0,0.0,17,100.0,False,73.07,8.15,Vendor/date evidence insufficient for automatic match,INV-0396,MATCH
TXN-6033,INV-0078,81.22,REVIEW,0.0,0.0,17,100.0,False,67.74,13.48,Vendor/date evidence insufficient for automatic match,INV-0078,MATCH
TXN-6038,INV-0465,81.22,REVIEW,0.0,0.0,17,100.0,False,49.14,32.08,Vendor/date evidence insufficient for automatic match,INV-0465,MATCH
TXN-6119,INV-0234,81.22,REVIEW,0.0,0.0,17,100.0,False,70.22,11.0,Vendor/date evidence insufficient for automatic match,INV-0234,MATCH
TXN-6146,INV-0221,81.22,REVIEW,0.0,0.0,17,100.0,False,53.28,27.94,Vendor/date evidence insufficient for automatic match,INV-0221,MATCH
TXN-6177,INV-0385,81.22,REVIEW,0.0,0.0,17,100.0,False,57.12,24.1,Vendor/date evidence insufficient for automatic match,INV-0385,MATCH
TXN-6223,INV-0111,81.22,REVIEW,0.0,0.0,17,100.0,False,72.22,9.0,Vendor/date evidence insufficient for automatic match,INV-0111,MATCH
TXN-6297,INV-0126,81.22,REVIEW,0.0,0.0,17,100.0,False,74.54,6.68,Ambiguous: competing invoice candidates have similar evidence,INV-0126,MATCH
TXN-6446,INV-0231,81.22,REVIEW,0.0,0.0,2,88.89,False,60.08,21.14,Invoice already assigned; possible duplicate payment,INV-0231,MATCH
TXN-6058,INV-0202,81.14,REVIEW,0.0,0.0,13,96.77,False,78.49,2.65,Ambiguous: competing invoice candidates have similar evidence,INV-0202,MATCH
TXN-6027,INV-0021,81.0,REVIEW,0.0,0.0,18,100.0,False,65.53,15.47,Vendor/date evidence insufficient for automatic match,INV-0021,MATCH
TXN-6057,INV-0410,81.0,REVIEW,0.0,0.0,18,100.0,False,69.69,11.31,Vendor/date evidence insufficient for automatic match,INV-0410,MATCH
TXN-6068,INV-0139,81.0,REVIEW,0.0,0.0,18,100.0,False,61.91,19.09,Vendor/date evidence insufficient for automatic match,INV-0139,MATCH
TXN-6118,INV-0379,81.0,REVIEW,0.0,0.0,18,100.0,False,75.0,6.0,Ambiguous: competing invoice candidates have similar evidence,INV-0379,MATCH
TXN-6128,INV-0053,81.0,REVIEW,0.0,0.0,18,100.0,False,77.02,3.98,Ambiguous: competing invoice candidates have similar evidence,INV-0053,MATCH
TXN-6130,INV-0174,81.0,REVIEW,0.0,0.0,18,100.0,False,71.93,9.07,Vendor/date evidence insufficient for automatic match,INV-0174,MATCH
TXN-6150,INV-0107,81.0,REVIEW,0.0,0.0,18,100.0,False,44.58,36.42,Vendor/date evidence insufficient for automatic match,INV-0107,MATCH
TXN-6179,INV-0036,81.0,REVIEW,0.0,0.0,18,100.0,False,63.96,17.04,Vendor/date evidence insufficient for automatic match,INV-0036,MATCH
TXN-6183,INV-0332,81.0,REVIEW,0.0,0.0,18,100.0,False,72.21,8.79,Vendor/date evidence insufficient for automatic match,INV-0332,MATCH
TXN-6205,INV-0099,81.0,REVIEW,0.0,0.0,18,100.0,False,73.48,7.52,Ambiguous: competing invoice candidates have similar evidence,INV-0099,MATCH
TXN-6216,INV-0498,81.0,REVIEW,0.0,0.0,18,100.0,False,53.25,27.75,Vendor/date evidence insufficient for automatic match,INV-0498,MATCH
TXN-6279,INV-0451,81.0,REVIEW,0.0,0.0,18,100.0,False,62.51,18.49,Vendor/date evidence insufficient for automatic match,INV-0451,MATCH
TXN-6282,INV-0483,81.0,REVIEW,0.0,0.0,18,100.0,False,74.08,6.92,Ambiguous: competing invoice candidates have similar evidence,INV-0483,MATCH
TXN-6037,INV-0192,80.78,REVIEW,0.0,0.0,19,100.0,False,66.69,14.09,Vendor/date evidence insufficient for automatic match,INV-0192,MATCH
TXN-6076,INV-0170,80.78,REVIEW,0.0,0.0,19,100.0,False,72.45,8.33,Vendor/date evidence insufficient for automatic match,INV-0170,MATCH
TXN-6145,INV-0469,80.78,REVIEW,0.0,0.0,19,100.0,False,30.14,50.64,Vendor/date evidence insufficient for automatic match,INV-0469,MATCH
TXN-6155,INV-0281,80.78,REVIEW,0.0,0.0,19,100.0,False,63.64,17.14,Vendor/date evidence insufficient for automatic match,INV-0281,MATCH
TXN-6204,INV-0244,80.78,REVIEW,0.0,0.0,19,100.0,False,69.68,11.1,Vendor/date evidence insufficient for automatic match,INV-0244,MATCH
TXN-6226,INV-0003,80.78,REVIEW,0.0,0.0,19,100.0,False,52.59,28.19,Vendor/date evidence insufficient for automatic match,INV-0003,MATCH
TXN-6274,INV-0124,80.78,REVIEW,0.0,0.0,19,100.0,False,71.85,8.93,Vendor/date evidence insufficient for automatic match,INV-0124,MATCH
TXN-6293,INV-0394,80.78,REVIEW,0.0,0.0,19,100.0,False,54.24,26.54,Vendor/date evidence insufficient for automatic match,INV-0394,MATCH
TXN-6315,INV-0453,80.78,REVIEW,0.0,0.0,19,100.0,False,73.08,7.7,Ambiguous: competing invoice candidates have similar evidence,INV-0453,MATCH
TXN-6329,INV-0352,80.78,REVIEW,0.0,0.0,19,100.0,False,77.36,3.42,Ambiguous: competing invoice candidates have similar evidence,INV-0352,MATCH
TXN-6444,INV-0190,80.78,REVIEW,0.0,0.0,4,88.89,False,77.34,3.44,Invoice already assigned; possible duplicate payment,INV-0190,MATCH
TXN-6096,INV-0339,80.73,REVIEW,0.0,0.0,1,86.49,False,64.33,16.4,Vendor/date evidence insufficient for automatic match,INV-0339,MATCH
TXN-6029,INV-0114,80.56,REVIEW,0.0,0.0,20,100.0,False,71.87,8.69,Vendor/date evidence insufficient for automatic match,INV-0114,MATCH
TXN-6062,INV-0336,80.56,REVIEW,0.0,0.0,20,100.0,False,71.4,9.16,Vendor/date evidence insufficient for automatic match,INV-0336,MATCH
TXN-6092,INV-0474,80.56,REVIEW,0.0,0.0,20,100.0,False,72.83,7.73,Ambiguous: competing invoice candidates have similar evidence,INV-0474,MATCH
TXN-6125,INV-0100,80.56,REVIEW,0.0,0.0,20,100.0,False,72.32,8.24,Vendor/date evidence insufficient for automatic match,INV-0100,MATCH
TXN-6252,INV-0262,80.56,REVIEW,0.0,0.0,20,100.0,False,63.09,17.47,Vendor/date evidence insufficient for automatic match,INV-0262,MATCH
TXN-6256,INV-0431,80.56,REVIEW,0.0,0.0,20,100.0,False,60.88,19.68,Vendor/date evidence insufficient for automatic match,INV-0431,MATCH
TXN-6261,INV-0472,80.56,REVIEW,0.0,0.0,20,100.0,False,59.41,21.15,Vendor/date evidence insufficient for automatic match,INV-0472,MATCH
TXN-6348,INV-0376,80.56,REVIEW,0.0,0.0,20,100.0,False,74.05,6.51,Ambiguous: competing invoice candidates have similar evidence,INV-0376,MATCH
TXN-6355,INV-0265,80.56,REVIEW,0.0,0.0,20,100.0,False,67.66,12.9,Vendor/date evidence insufficient for automatic match,INV-0265,MATCH
TXN-6199,INV-0160,80.48,REVIEW,0.0,0.0,16,96.77,False,50.06,30.42,Vendor/date evidence insufficient for automatic match,INV-0160,MATCH
TXN-6009,INV-0367,80.33,REVIEW,0.0,0.0,6,88.89,False,57.62,22.71,Vendor/date evidence insufficient for automatic match,INV-0367,MATCH
TXN-6277,INV-0264,80.33,REVIEW,0.0,0.0,6,88.89,False,57.71,22.62,Vendor/date evidence insufficient for automatic match,INV-0264,MATCH
TXN-6435,INV-0294,80.33,REVIEW,0.0,0.0,6,88.89,False,50.62,29.71,Invoice already assigned; possible duplicate payment,INV-0294,DUPLICATE
TXN-6154,INV-0005,80.28,REVIEW,0.0,0.0,3,86.49,False,70.46,9.82,Vendor/date evidence insufficient for automatic match,INV-0005,MATCH
TXN-6299,INV-0155,80.27,REVIEW,0.0,0.0,2,85.71,False,63.11,17.16,Vendor/date evidence insufficient for automatic match,INV-0155,MATCH
TXN-6137,INV-0009,80.05,REVIEW,0.0,0.0,3,85.71,False,67.11,12.94,Vendor/date evidence insufficient for automatic match,INV-0009,MATCH
TXN-6291,INV-0425,79.84,REVIEW,0.0,0.0,5,86.49,False,62.43,17.41,Vendor/date evidence insufficient for automatic match,INV-0425,MATCH
TXN-6005,INV-0247,79.82,REVIEW,0.0,0.0,4,85.71,False,64.33,15.49,Vendor/date evidence insufficient for automatic match,INV-0247,MATCH
TXN-6440,INV-0495,79.82,REVIEW,0.0,0.0,4,85.71,False,69.94,9.88,Invoice already assigned; possible duplicate payment,INV-0495,MATCH
TXN-6114,INV-0279,79.67,REVIEW,0.0,0.0,9,88.89,False,56.93,22.74,Vendor/date evidence insufficient for automatic match,INV-0279,MATCH
TXN-6337,INV-0116,79.6,REVIEW,0.0,0.0,5,85.71,False,70.86,8.74,Vendor/date evidence insufficient for automatic match,INV-0116,MATCH
TXN-6259,INV-0360,79.38,REVIEW,0.0,0.0,6,85.71,False,70.41,8.97,Vendor/date evidence insufficient for automatic match,INV-0360,MATCH
TXN-6266,INV-0026,79.38,REVIEW,0.0,0.0,6,85.71,False,67.06,12.32,Vendor/date evidence insufficient for automatic match,INV-0026,MATCH
TXN-6339,INV-0083,79.32,REVIEW,0.0,0.0,1,81.82,False,61.56,17.76,Vendor/date evidence insufficient for automatic match,INV-0083,MATCH
TXN-6249,INV-0417,79.22,REVIEW,0.0,0.0,11,88.89,False,79.06,0.16,Ambiguous: competing invoice candidates have similar evidence,INV-0417,MATCH
TXN-6437,INV-0040,79.22,REVIEW,0.0,0.0,11,88.89,False,62.56,16.66,Invoice already assigned; possible duplicate payment,INV-0040,DUPLICATE
TXN-6165,INV-0158,79.0,REVIEW,0.0,0.0,12,88.89,False,55.48,23.52,Vendor/date evidence insufficient for automatic match,INV-0158,MATCH
TXN-6087,INV-0259,78.93,REVIEW,0.0,0.0,8,85.71,False,74.77,4.16,Ambiguous: competing invoice candidates have similar evidence,INV-0259,MATCH
TXN-6210,INV-0267,78.93,REVIEW,0.0,0.0,8,85.71,False,64.75,14.18,Vendor/date evidence insufficient for automatic match,INV-0267,MATCH
TXN-6238,INV-0013,78.93,REVIEW,0.0,0.0,8,85.71,False,66.71,12.22,Vendor/date evidence insufficient for automatic match,INV-0013,MATCH
TXN-6369,INV-0369,78.62,REVIEW,0.0,0.0,3,80.95,False,62.14,16.48,Vendor/date evidence insufficient for automatic match,INV-0369,MATCH
TXN-6110,INV-0423,78.49,REVIEW,0.0,0.0,10,85.71,False,68.21,10.28,Vendor/date evidence insufficient for automatic match,INV-0423,MATCH
TXN-6372,INV-0159,78.49,REVIEW,0.0,0.0,10,85.71,False,67.5,10.99,Vendor/date evidence insufficient for automatic match,INV-0159,MATCH
TXN-6430,INV-0272,78.49,REVIEW,0.0,0.0,10,85.71,False,73.72,4.77,Ambiguous: competing invoice candidates have similar evidence,INV-0272,MATCH
TXN-6217,INV-0104,78.44,REVIEW,0.0,0.0,4,81.08,False,55.15,23.29,Vendor/date evidence insufficient for automatic match,INV-0104,MATCH
TXN-6060,INV-0454,78.43,REVIEW,0.0,0.0,5,81.82,False,62.32,16.11,Vendor/date evidence insufficient for automatic match,INV-0454,MATCH
TXN-6187,INV-0051,78.43,REVIEW,0.0,0.0,5,81.82,False,63.97,14.46,Vendor/date evidence insufficient for automatic match,INV-0051,MATCH
TXN-6327,INV-0362,78.4,REVIEW,0.0,0.0,4,80.95,False,64.67,13.73,Vendor/date evidence insufficient for automatic match,INV-0362,MATCH
TXN-6111,INV-0167,78.27,REVIEW,0.0,0.0,11,85.71,False,58.95,19.32,Vendor/date evidence insufficient for automatic match,INV-0167,MATCH
TXN-6231,INV-0260,78.27,REVIEW,0.0,0.0,11,85.71,False,73.62,4.65,Ambiguous: competing invoice candidates have similar evidence,INV-0260,MATCH
TXN-6170,INV-0084,78.21,REVIEW,0.0,0.0,5,81.08,False,66.98,11.23,Vendor/date evidence insufficient for automatic match,INV-0084,MATCH
TXN-6018,INV-0380,78.05,REVIEW,0.0,0.0,12,85.71,False,70.31,7.74,Ambiguous: competing invoice candidates have similar evidence,INV-0380,MATCH
TXN-6116,INV-0273,78.05,REVIEW,0.0,0.0,12,85.71,False,63.83,14.22,Vendor/date evidence insufficient for automatic match,INV-0273,MATCH
TXN-6254,INV-0132,78.05,REVIEW,0.0,0.0,12,85.71,False,59.75,18.3,Vendor/date evidence insufficient for automatic match,INV-0132,MATCH
TXN-6324,INV-0487,78.05,REVIEW,0.0,0.0,12,85.71,False,70.54,7.51,Ambiguous: competing invoice candidates have similar evidence,INV-0487,MATCH
TXN-6099,INV-0162,77.99,REVIEW,0.0,0.0,7,81.82,False,63.48,14.51,Vendor/date evidence insufficient for automatic match,INV-0162,MATCH
TXN-6020,INV-0052,77.61,REVIEW,0.0,0.0,15,86.49,False,65.56,12.05,Vendor/date evidence insufficient for automatic match,INV-0052,MATCH
TXN-6287,INV-0238,77.61,REVIEW,0.0,0.0,15,86.49,False,57.02,20.59,Vendor/date evidence insufficient for automatic match,INV-0238,MATCH
TXN-6332,INV-0129,77.6,REVIEW,0.0,0.0,14,85.71,False,71.82,5.78,Ambiguous: competing invoice candidates have similar evidence,INV-0129,MATCH
TXN-6024,INV-0353,77.51,REVIEW,0.0,0.0,8,80.95,False,65.99,11.52,Vendor/date evidence insufficient for automatic match,INV-0353,MATCH
TXN-6115,INV-0464,77.39,REVIEW,0.0,0.0,16,86.49,False,69.24,8.15,Vendor/date evidence insufficient for automatic match,INV-0464,MATCH
TXN-6036,INV-0468,77.38,REVIEW,0.0,0.0,15,85.71,False,64.76,12.62,Vendor/date evidence insufficient for automatic match,INV-0468,MATCH
TXN-6164,INV-0077,77.38,REVIEW,0.0,0.0,15,85.71,False,61.19,16.19,Vendor/date evidence insufficient for automatic match,INV-0077,MATCH
TXN-6196,INV-0292,77.38,REVIEW,0.0,0.0,15,85.71,False,54.33,23.05,Vendor/date evidence insufficient for automatic match,INV-0292,MATCH
TXN-6014,INV-0482,77.32,REVIEW,0.0,0.0,9,81.08,False,65.25,12.07,Vendor/date evidence insufficient for automatic match,INV-0482,MATCH
TXN-6174,INV-0481,77.28,REVIEW,0.0,0.0,9,80.95,False,56.05,21.23,Vendor/date evidence insufficient for automatic match,INV-0481,MATCH
TXN-6026,INV-0102,77.22,REVIEW,0.0,0.0,20,88.89,False,69.81,7.41,Ambiguous: competing invoice candidates have similar evidence,INV-0102,MATCH
TXN-6133,INV-0113,77.17,REVIEW,0.0,0.0,17,86.49,False,70.64,6.53,Ambiguous: competing invoice candidates have similar evidence,INV-0113,MATCH
TXN-6082,INV-0227,77.16,REVIEW,0.0,0.0,16,85.71,False,70.03,7.13,Ambiguous: competing invoice candidates have similar evidence,INV-0227,MATCH
TXN-6233,INV-0251,77.16,REVIEW,0.0,0.0,16,85.71,False,67.48,9.68,Vendor/date evidence insufficient for automatic match,INV-0251,MATCH
TXN-6333,INV-0041,77.16,REVIEW,0.0,0.0,16,85.71,False,66.42,10.74,Vendor/date evidence insufficient for automatic match,INV-0041,MATCH
TXN-6168,INV-0257,77.06,REVIEW,0.0,0.0,10,80.95,False,66.0,11.06,Vendor/date evidence insufficient for automatic match,INV-0257,MATCH
TXN-6184,INV-0319,76.93,REVIEW,0.0,0.0,17,85.71,False,63.88,13.05,Vendor/date evidence insufficient for automatic match,INV-0319,MATCH
TXN-6364,INV-0295,76.93,REVIEW,0.0,0.0,17,85.71,False,60.46,16.47,Vendor/date evidence insufficient for automatic match,INV-0295,MATCH
TXN-6157,INV-0145,76.88,REVIEW,0.0,0.0,11,81.08,False,57.18,19.7,Vendor/date evidence insufficient for automatic match,INV-0145,MATCH
TXN-6457,INV-0291,76.88,REVIEW,0.0,0.0,11,81.08,False,60.36,16.52,Invoice already assigned; possible duplicate payment,INV-0291,DUPLICATE
TXN-6301,INV-0280,76.84,REVIEW,0.0,0.0,11,80.95,False,71.32,5.52,Ambiguous: competing invoice candidates have similar evidence,INV-0280,MATCH
TXN-6034,INV-0125,76.71,REVIEW,0.0,0.0,18,85.71,False,67.64,9.07,Vendor/date evidence insufficient for automatic match,INV-0125,MATCH
TXN-6094,INV-0491,76.71,REVIEW,0.0,0.0,18,85.71,False,64.51,12.2,Vendor/date evidence insufficient for automatic match,INV-0491,MATCH
TXN-6367,INV-0270,76.71,REVIEW,0.0,0.0,18,85.71,False,62.15,14.56,Vendor/date evidence insufficient for automatic match,INV-0270,MATCH
TXN-6054,INV-0347,76.66,REVIEW,0.0,0.0,13,81.82,False,69.04,7.62,Ambiguous: competing invoice candidates have similar evidence,INV-0347,MATCH
TXN-6262,INV-0436,76.66,REVIEW,0.0,0.0,13,81.82,False,55.07,21.59,Vendor/date evidence insufficient for automatic match,INV-0436,MATCH
