transaction_id,transaction_date,description,amount,currency,transaction_type,reference,bank_status
TXN-6203,2026-01-25,NEFT/CLOUDNOVA TECHNOLOGIES PVT LTD,326650.0,INR,CREDIT,REF-TXN-6203,SETTLED
TXN-6204,2026-02-24,BANK TRANSFER CLOUDNOVA TECHNOLOGIES PVT LTD,354400.0,INR,CREDIT,REF-TXN-6204,SETTLED
TXN-6205,2026-05-19,BANK TRANSFER TRIDENT SUPPLY CHAIN SOLUTIONS,414500.0,INR,CREDIT,REF-TXN-6205,SETTLED
TXN-6206,2026-03-02,UPI/KAVERI ENTER@okbank/PAYMENT,133700.0,INR,CREDIT,REF-TXN-6206,SETTLED
TXN-6207,2026-05-19,IMPS/APEX/INV/2025-26/1409,63050.0,INR,CREDIT,REF-TXN-6207,SETTLED
TXN-6208,2026-04-17,UPI/VANGUARD SEC@okbank/PAYMENT,60150.0,INR,CREDIT,REF-TXN-6208,SETTLED
TXN-6209,2026-04-21,IMPS/TRIDENT/INV/2025-26/1093,129700.0,INR,CREDIT,REF-TXN-6209,SETTLED
TXN-6210,2026-01-03,RTGS/BHARAT FUEL SER/REF-364955,387300.0,INR,CREDIT,REF-TXN-6210,SETTLED
TXN-6211,2026-01-09,UPI/BHARAT FUEL @okbank/PAYMENT,327850.0,INR,CREDIT,REF-TXN-6211,SETTLED
TXN-6212,2026-04-11,BANK TRANSFER KAVERI ENTERPRISES SOLUTIONS,178450.0,INR,CREDIT,REF-TXN-6212,SETTLED
TXN-6213,2026-06-07,UPI/CLOUDNOVA TE@okbank/PAYMENT,75650.0,INR,CREDIT,REF-TXN-6213,SETTLED
TXN-6214,2025-11-30,UPI/CLOUDNOVA TE@okbank/PAYMENT,127950.0,INR,CREDIT,REF-TXN-6214,SETTLED
TXN-6215,2025-10-03,IMPS/VANGUARD/INV/2025-26/1012,217150.0,INR,CREDIT,REF-TXN-6215,SETTLED
TXN-6216,2025-12-12,NEFT/OMNIWARE SYSTEMS INDIA,494000.0,INR,CREDIT,REF-TXN-6216,SETTLED
TXN-6217,2025-10-05,RTGS/CLOUDNOVA TECHN/REF-906306,92100.0,INR,CREDIT,REF-TXN-6217,SETTLED
TXN-6218,2026-07-14,BANK TRANSFER BHARAT FUEL SERVICES,467300.0,INR,CREDIT,REF-TXN-6218,SETTLED
TXN-6219,2026-01-13,UPI/BHARAT FUEL @okbank/PAYMENT,248550.0,INR,CREDIT,REF-TXN-6219,SETTLED
TXN-6220,2026-01-05,UPI/VANGUARD SEC@okbank/PAYMENT,289500.0,INR,CREDIT,REF-TXN-6220,SETTLED
TXN-6221,2026-01-17,NEFT/OMNIWARE SYSTEMS INDIA,150800.0,INR,CREDIT,REF-TXN-6221,SETTLED
TXN-6222,2025-09-15,BANK TRANSFER BHARAT FUEL SERVICES,286850.0,INR,CREDIT,REF-TXN-6222,SETTLED
TXN-6223,2025-09-22,BANK TRANSFER APEX INFRAWORKS INDIA,338250.0,INR,CREDIT,REF-TXN-6223,SETTLED
TXN-6224,2026-08-07,UPI/BHARAT FUEL @okbank/PAYMENT,324600.0,INR,CREDIT,REF-TXN-6224,SETTLED
TXN-6225,2026-07-28,UPI/TRIDENT SUPP@okbank/PAYMENT,103900.0,INR,CREDIT,REF-TXN-6225,SETTLED
TXN-6226,2026-07-11,BANK TRANSFER STERLING OFFICE SUPPLIES,71700.0,INR,CREDIT,REF-TXN-6226,SETTLED
TXN-6227,2026-01-21,NEFT/APEX INFRAWORKS INDIA,69950.0,INR,CREDIT,REF-TXN-6227,SETTLED
TXN-6228,2026-06-25,IMPS/APEX/INV/2025-26/1381,117850.0,INR,CREDIT,REF-TXN-6228,SETTLED
TXN-6229,2025-10-23,NEFT/APEX INFRAWORKS INDIA,358850.0,INR,CREDIT,REF-TXN-6229,SETTLED
TXN-6230,2026-02-24,IMPS/ZEPHYR/INV/2025-26/1375,89150.0,INR,CREDIT,REF-TXN-6230,SETTLED
TXN-6231,2025-11-10,RTGS/TRIDENT SUPPLY /REF-577450,450400.0,INR,CREDIT,REF-TXN-6231,SETTLED
TXN-6232,2025-10-07,IMPS/TRIDENT/INV/2025-26/1216,37750.0,INR,CREDIT,REF-TXN-6232,SETTLED
TXN-6233,2026-02-20,UPI/OMNIWARE SYS@okbank/PAYMENT,273500.0,INR,CREDIT,REF-TXN-6233,SETTLED
TXN-6234,2025-11-17,NEFT/TRIDENT SUPPLY CHAIN SOLUTIONS,173500.0,INR,CREDIT,REF-TXN-6234,SETTLED
TXN-6235,2025-11-11,NEFT/VANGUARD SECURITY SERVICES,416850.0,INR,CREDIT,REF-TXN-6235,SETTLED
TXN-6236,2026-03-09,IMPS/STERLING/INV/2025-26/1268,118950.0,INR,CREDIT,REF-TXN-6236,SETTLED
TXN-6237,2026-07-17,RTGS/METRO LOGISTICS/REF-810032,192800.0,INR,CREDIT,REF-TXN-6237,SETTLED
TXN-6238,2025-11-03,RTGS/BHARAT FUEL SER/REF-641058,439750.0,INR,CREDIT,REF-TXN-6238,SETTLED
TXN-6239,2026-01-24,IMPS/ZEPHYR/INV/2025-26/1091,414900.0,INR,CREDIT,REF-TXN-6239,SETTLED
TXN-6240,2026-04-17,UPI/VANGUARD SEC@okbank/PAYMENT,414000.0,INR,CREDIT,REF-TXN-6240,SETTLED
TXN-6241,2025-12-22,UPI/ZEPHYR DIGIT@okbank/PAYMENT,482550.0,INR,CREDIT,REF-TXN-6241,SETTLED
TXN-6242,2025-12-05,UPI/BHARAT FUEL @okbank/PAYMENT,333950.0,INR,CREDIT,REF-TXN-6242,SETTLED
TXN-6243,2026-03-04,BANK TRANSFER METRO LOGISTICS SOLUTIONS,229150.0,INR,CREDIT,REF-TXN-6243,SETTLED
TXN-6244,2026-03-25,BANK TRANSFER OMNIWARE SYSTEMS INDIA,267700.0,INR,CREDIT,REF-TXN-6244,SETTLED
TXN-6245,2026-01-30,NEFT/STERLING OFFICE SUPPLIES,102600.0,INR,CREDIT,REF-TXN-6245,SETTLED
TXN-6246,2026-05-14,IMPS/OMNIWARE/INV/2025-26/1242,223500.0,INR,CREDIT,REF-TXN-6246,SETTLED
TXN-6247,2026-01-30,NEFT/KAVERI ENTERPRISES SOLUTIONS,242650.0,INR,CREDIT,REF-TXN-6247,SETTLED
TXN-6248,2026-08-09,IMPS/STERLING/INV/2025-26/1006,163350.0,INR,CREDIT,REF-TXN-6248,SETTLED
TXN-6249,2025-10-08,UPI/APEX INFRAWO@okbank/PAYMENT,360750.0,INR,CREDIT,REF-TXN-6249,SETTLED
TXN-6250,2026-04-24,UPI/KAVERI ENTER@okbank/PAYMENT,94800.0,INR,CREDIT,REF-TXN-6250,SETTLED
TXN-6251,2025-10-03,IMPS/TRIDENT/INV/2025-26/1290,24200.0,INR,CREDIT,REF-TXN-6251,SETTLED
TXN-6252,2025-12-03,BANK TRANSFER VANGUARD SECURITY SERVICES,196500.0,INR,CREDIT,REF-TXN-6252,SETTLED
TXN-6253,2025-11-04,NEFT/KAVERI ENTERPRISES SOLUTIONS,23100.0,INR,CREDIT,REF-TXN-6253,SETTLED
TXN-6254,2026-08-17,UPI/OMNIWARE SYS@okbank/PAYMENT,311050.0,INR,CREDIT,REF-TXN-6254,SETTLED
TXN-6255,2026-05-18,IMPS/ZEPHYR/INV/2025-26/1302,315600.0,INR,CREDIT,REF-TXN-6255,SETTLED
TXN-6256,2026-04-10,NEFT/TRIDENT SUPPLY CHAIN SOLUTIONS,317850.0,INR,CREDIT,REF-TXN-6256,SETTLED
TXN-6257,2025-12-17,NEFT/OMNIWARE SYSTEMS INDIA,224250.0,INR,CREDIT,REF-TXN-6257,SETTLED
TXN-6258,2026-02-23,NEFT/VANGUARD SECURITY SERVICES,173000.0,INR,CREDIT,REF-TXN-6258,SETTLED
TXN-6259,2026-05-15,RTGS/TRIDENT SUPPLY /REF-491439,372150.0,INR,CREDIT,REF-TXN-6259,SETTLED
TXN-6260,2025-09-23,UPI/VANGUARD SEC@okbank/PAYMENT,438050.0,INR,CREDIT,REF-TXN-6260,SETTLED
TXN-6261,2025-10-07,BANK TRANSFER TRIDENT SUPPLY CHAIN SOLUTIONS,100300.0,INR,CREDIT,REF-TXN-6261,SETTLED
TXN-6262,2026-03-04,RTGS/VANGUARD SECURI/REF-543588,116350.0,INR,CREDIT,REF-TXN-6262,SETTLED
TXN-6263,2026-06-09,BANK TRANSFER TRIDENT SUPPLY CHAIN SOLUTIONS,12050.0,INR,CREDIT,REF-TXN-6263,SETTLED
TXN-6264,2026-07-05,RTGS/APEX INFRAWORKS/REF-681868,164050.0,INR,CREDIT,REF-TXN-6264,SETTLED
TXN-6265,2026-02-09,RTGS/KAVERI ENTERPRI/REF-402865,481800.0,INR,CREDIT,REF-TXN-6265,SETTLED
TXN-6266,2025-10-02,UPI/OMNIWARE SYS@okbank/PAYMENT,219800.0,INR,CREDIT,REF-TXN-6266,SETTLED
TXN-6267,2026-01-26,IMPS/STERLING/INV/2025-26/1050,135750.0,INR,CREDIT,REF-TXN-6267,SETTLED
TXN-6268,2025-11-17,RTGS/OMNIWARE SYSTEM/REF-608149,48500.0,INR,CREDIT,REF-TXN-6268,SETTLED
TXN-6269,2026-04-08,UPI/ZEPHYR DIGIT@okbank/PAYMENT,298850.0,INR,CREDIT,REF-TXN-6269,SETTLED
TXN-6270,2026-06-18,UPI/TRIDENT SUPP@okbank/PAYMENT,480000.0,INR,CREDIT,REF-TXN-6270,SETTLED
TXN-6271,2026-05-07,UPI/ZEPHYR DIGIT@okbank/PAYMENT,419250.0,INR,CREDIT,REF-TXN-6271,SETTLED
TXN-6272,2026-01-24,UPI/CLOUDNOVA TE@okbank/PAYMENT,67300.0,INR,CREDIT,REF-TXN-6272,SETTLED
TXN-6273,2025-10-12,NEFT/VANGUARD SECURITY SERVICES,122000.0,INR,CREDIT,REF-TXN-6273,SETTLED
TXN-6274,2026-07-04,RTGS/METRO LOGISTICS/REF-132359,316050.0,INR,CREDIT,REF-TXN-6274,SETTLED
TXN-6275,2025-11-12,IMPS/KAVERI/INV/2025-26/1466,120100.0,INR,CREDIT,REF-TXN-6275,SETTLED
TXN-6276,2026-06-29,IMPS/KAVERI/INV/2025-26/1055,17700.0,INR,CREDIT,REF-TXN-6276,SETTLED
TXN-6277,2025-10-27,UPI/METRO LOGIST@okbank/PAYMENT,184550.0,INR,CREDIT,REF-TXN-6277,SETTLED
TXN-6278,2026-04-24,UPI/VANGUARD SEC@okbank/PAYMENT,136100.0,INR,CREDIT,REF-TXN-6278,SETTLED
TXN-6279,2026-07-20,NEFT/ZEPHYR DIGITAL MEDIA,364350.0,INR,CREDIT,REF-TXN-6279,SETTLED
TXN-6280,2026-08-17,IMPS/ZEPHYR/INV/2025-26/1205,251300.0,INR,CREDIT,REF-TXN-6280,SETTLED
TXN-6281,2026-03-18,IMPS/BHARAT/INV/2025-26/1496,408050.0,INR,CREDIT,REF-TXN-6281,SETTLED
TXN-6282,2025-10-15,NEFT/CLOUDNOVA TECHNOLOGIES PVT LTD,293000.0,INR,CREDIT,REF-TXN-6282,SETTLED
TXN-6283,2026-08-17,RTGS/KAVERI ENTERPRI/REF-672892,105150.0,INR,CREDIT,REF-TXN-6283,SETTLED
TXN-6284,2026-07-15,RTGS/APEX INFRAWORKS/REF-207391,450050.0,INR,CREDIT,REF-TXN-6284,SETTLED
TXN-6285,2026-03-01,UPI/STERLING OFF@okbank/PAYMENT,43150.0,INR,CREDIT,REF-TXN-6285,SETTLED
TXN-6286,2025-09-20,NEFT/APEX INFRAWORKS INDIA,447400.0,INR,CREDIT,REF-TXN-6286,SETTLED
TXN-6287,2026-01-22,RTGS/ZEPHYR DIGITAL /REF-223088,122550.0,INR,CREDIT,REF-TXN-6287,SETTLED
TXN-6288,2026-08-12,BANK TRANSFER APEX INFRAWORKS INDIA,185300.0,INR,CREDIT,REF-TXN-6288,SETTLED
TXN-6289,2025-10-26,BANK TRANSFER VANGUARD SECURITY SERVICES,232300.0,INR,CREDIT,REF-TXN-6289,SETTLED
TXN-6290,2026-06-01,BANK TRANSFER VANGUARD SECURITY SERVICES,185350.0,INR,CREDIT,REF-TXN-6290,SETTLED
TXN-6291,2026-07-04,RTGS/ZEPHYR DIGITAL /REF-922974,263850.0,INR,CREDIT,REF-TXN-6291,SETTLED
TXN-6292,2026-06-25,NEFT/VANGUARD SECURITY SERVICES,351450.0,INR,CREDIT,REF-TXN-6292,SETTLED
TXN-6293,2025-09-15,BANK TRANSFER VANGUARD SECURITY SERVICES,45350.0,INR,CREDIT,REF-TXN-6293,SETTLED
TXN-6294,2026-04-30,BANK TRANSFER BHARAT FUEL SERVICES,486950.0,INR,CREDIT,REF-TXN-6294,SETTLED
TXN-6295,2026-07-16,IMPS/STERLING/INV/2025-26/1153,397450.0,INR,CREDIT,REF-TXN-6295,SETTLED
TXN-6296,2026-08-09,IMPS/OMNIWARE/INV/2025-26/1478,153900.0,INR,CREDIT,REF-TXN-6296,SETTLED
TXN-6297,2026-08-27,NEFT/STERLING OFFICE SUPPLIES,441550.0,INR,CREDIT,REF-TXN-6297,SETTLED
TXN-6298,2026-07-28,UPI/BHARAT FUEL @okbank/PAYMENT,425600.0,INR,CREDIT,REF-TXN-6298,SETTLED
TXN-6299,2026-01-12,RTGS/TRIDENT SUPPLY /REF-390794,192550.0,INR,CREDIT,REF-TXN-6299,SETTLED
TXN-6300,2026-04-16,RTGS/APEX INFRAWORKS/REF-361805,223950.0,INR,CREDIT,REF-TXN-6300,SETTLED
TXN-6301,2026-02-20,RTGS/STERLING OFFICE/REF-968726,483950.0,INR,CREDIT,REF-TXN-6301,SETTLED
TXN-6302,2026-02-18,RTGS/KAVERI ENTERPRI/REF-613234,207250.0,INR,CREDIT,REF-TXN-6302,SETTLED
TXN-6303,2026-02-06,IMPS/OMNIWARE/INV/2025-26/1471,91550.0,INR,CREDIT,REF-TXN-6303,SETTLED
TXN-6304,2026-03-10,UPI/TRIDENT SUPP@okbank/PAYMENT,186850.0,INR,CREDIT,REF-TXN-6304,SETTLED
TXN-6305,2026-08-11,NEFT/OMNIWARE SYSTEMS INDIA,464100.0,INR,CREDIT,REF-TXN-6305,SETTLED
TXN-6306,2025-12-22,IMPS/CLOUDNOVA/INV/2025-26/1108,293600.0,INR,CREDIT,REF-TXN-6306,SETTLED
TXN-6307,2026-04-19,UPI/KAVERI ENTER@okbank/PAYMENT,381400.0,INR,CREDIT,REF-TXN-6307,SETTLED
TXN-6308,2026-04-28,NEFT/APEX INFRAWORKS INDIA,190700.0,INR,CREDIT,REF-TXN-6308,SETTLED
TXN-6309,2026-08-12,UPI/STERLING OFF@okbank/PAYMENT,180400.0,INR,CREDIT,REF-TXN-6309,SETTLED
TXN-6310,2026-07-29,NEFT/METRO LOGISTICS SOLUTIONS,244950.0,INR,CREDIT,REF-TXN-6310,SETTLED
TXN-6311,2026-07-03,RTGS/VANGUARD SECURI/REF-517035,296750.0,INR,CREDIT,REF-TXN-6311,SETTLED
TXN-6312,2026-01-31,RTGS/CLOUDNOVA TECHN/REF-964915,157050.0,INR,CREDIT,REF-TXN-6312,SETTLED
TXN-6313,2026-04-24,IMPS/METRO/INV/2025-26/1289,82800.0,INR,CREDIT,REF-TXN-6313,SETTLED
TXN-6314,2026-01-23,BANK TRANSFER KAVERI ENTERPRISES SOLUTIONS,311050.0,INR,CREDIT,REF-TXN-6314,SETTLED
TXN-6315,2025-12-20,BANK TRANSFER TRIDENT SUPPLY CHAIN SOLUTIONS,384700.0,INR,CREDIT,REF-TXN-6315,SETTLED
TXN-6316,2026-05-01,IMPS/APEX/INV/2025-26/1088,246250.0,INR,CREDIT,REF-TXN-6316,SETTLED
TXN-6317,2025-10-10,NEFT/BHARAT FUEL SERVICES,296900.0,INR,CREDIT,REF-TXN-6317,SETTLED
TXN-6318,2026-02-02,NEFT/CLOUDNOVA TECHNOLOGIES PVT LTD,381600.0,INR,CREDIT,REF-TXN-6318,SETTLED
TXN-6319,2026-08-23,UPI/VANGUARD SEC@okbank/PAYMENT,242850.0,INR,CREDIT,REF-TXN-6319,SETTLED
TXN-6320,2026-01-07,RTGS/KAVERI ENTERPRI/REF-548580,196000.0,INR,CREDIT,REF-TXN-6320,SETTLED
TXN-6321,2026-02-28,IMPS/APEX/INV/2025-26/1346,12650.0,INR,CREDIT,REF-TXN-6321,SETTLED
TXN-6322,2025-10-04,NEFT/METRO LOGISTICS SOLUTIONS,398600.0,INR,CREDIT,REF-TXN-6322,SETTLED
TXN-6323,2026-02-22,NEFT/BHARAT FUEL SERVICES,283200.0,INR,CREDIT,REF-TXN-6323,SETTLED
TXN-6324,2026-07-25,RTGS/BHARAT FUEL SER/REF-796787,392500.0,INR,CREDIT,REF-TXN-6324,SETTLED
TXN-6325,2026-06-05,IMPS/ZEPHYR/INV/2025-26/1341,56700.0,INR,CREDIT,REF-TXN-6325,SETTLED
TXN-6326,2026-03-08,NEFT/METRO LOGISTICS SOLUTIONS,373050.0,INR,CREDIT,REF-TXN-6326,SETTLED
TXN-6327,2026-04-05,RTGS/STERLING OFFICE/REF-101139,176600.0,INR,CREDIT,REF-TXN-6327,SETTLED
TXN-6328,2025-10-01,RTGS/KAVERI ENTERPRI/REF-181724,109750.0,INR,CREDIT,REF-TXN-6328,SETTLED
TXN-6329,2026-07-23,BANK TRANSFER STERLING OFFICE SUPPLIES,181950.0,INR,CREDIT,REF-TXN-6329,SETTLED
TXN-6330,2026-08-06,NEFT/BHARAT FUEL SERVICES,248050.0,INR,CREDIT,REF-TXN-6330,SETTLED
TXN-6331,2025-09-05,NEFT/TRIDENT SUPPLY CHAIN SOLUTIONS,36600.0,INR,CREDIT,REF-TXN-6331,SETTLED
TXN-6332,2026-02-12,RTGS/TRIDENT SUPPLY /REF-827744,415900.0,INR,CREDIT,REF-TXN-6332,SETTLED
TXN-6333,2025-12-09,RTGS/TRIDENT SUPPLY /REF-174268,410550.0,INR,CREDIT,REF-TXN-6333,SETTLED
TXN-6334,2026-05-01,NEFT/APEX INFRAWORKS INDIA,424800.0,INR,CREDIT,REF-TXN-6334,SETTLED
TXN-6335,2025-08-29,IMPS/APEX/INV/2025-26/1343,488700.0,INR,CREDIT,REF-TXN-6335,SETTLED
TXN-6336,2025-11-29,UPI/CLOUDNOVA TE@okbank/PAYMENT,266550.0,INR,CREDIT,REF-TXN-6336,SETTLED
TXN-6337,2025-12-21,RTGS/TRIDENT SUPPLY /REF-772741,186900.0,INR,CREDIT,REF-TXN-6337,SETTLED
TXN-6338,2026-03-14,BANK TRANSFER BHARAT FUEL SERVICES,24250.0,INR,CREDIT,REF-TXN-6338,SETTLED
TXN-6339,2026-06-17,RTGS/VANGUARD SECURI/REF-739966,202150.0,INR,CREDIT,REF-TXN-6339,SETTLED
TXN-6340,2026-06-02,RTGS/VANGUARD SECURI/REF-468247,463500.0,INR,CREDIT,REF-TXN-6340,SETTLED
TXN-6341,2025-10-09,BANK TRANSFER KAVERI ENTERPRISES SOLUTIONS,442950.0,INR,CREDIT,REF-TXN-6341,SETTLED
TXN-6342,2026-06-08,NEFT/BHARAT FUEL SERVICES,192150.0,INR,CREDIT,REF-TXN-6342,SETTLED
TXN-6343,2026-03-02,NEFT/VANGUARD SECURITY SERVICES,130500.0,INR,CREDIT,REF-TXN-6343,SETTLED
TXN-6344,2025-10-09,UPI/OMNIWARE SYS@okbank/PAYMENT,383050.0,INR,CREDIT,REF-TXN-6344,SETTLED
TXN-6345,2025-11-15,IMPS/APEX/INV/2025-26/1029,217450.0,INR,CREDIT,REF-TXN-6345,SETTLED
TXN-6346,2026-03-02,IMPS/ZEPHYR/INV/2025-26/1258,425200.0,INR,CREDIT,REF-TXN-6346,SETTLED
TXN-6347,2026-07-15,BANK TRANSFER METRO LOGISTICS SOLUTIONS,473150.0,INR,CREDIT,REF-TXN-6347,SETTLED
TXN-6348,2026-02-02,BANK TRANSFER KAVERI ENTERPRISES SOLUTIONS,94600.0,INR,CREDIT,REF-TXN-6348,SETTLED
TXN-6349,2025-09-07,NEFT/TRIDENT SUPPLY CHAIN SOLUTIONS,433800.0,INR,CREDIT,REF-TXN-6349,SETTLED
TXN-6350,2026-04-24,BANK TRANSFER OMNIWARE SYSTEMS INDIA,205350.0,INR,CREDIT,REF-TXN-6350,SETTLED
TXN-6351,2026-07-07,RTGS/ZEPHYR DIGITAL /REF-634273,85400.0,INR,CREDIT,REF-TXN-6351,SETTLED
TXN-6352,2026-02-21,NEFT/KAVERI ENTERPRISES SOLUTIONS,54450.0,INR,CREDIT,REF-TXN-6352,SETTLED
TXN-6353,2026-01-06,UPI/KAVERI ENTER@okbank/PAYMENT,90000.0,INR,CREDIT,REF-TXN-6353,SETTLED
TXN-6354,2026-07-12,UPI/ZEPHYR DIGIT@okbank/PAYMENT,17150.0,INR,CREDIT,REF-TXN-6354,SETTLED
TXN-6355,2026-05-26,BANK TRANSFER METRO LOGISTICS SOLUTIONS,126600.0,INR,CREDIT,REF-TXN-6355,SETTLED
TXN-6356,2025-10-22,IMPS/OMNIWARE/INV/2025-26/1349,431450.0,INR,CREDIT,REF-TXN-6356,SETTLED
TXN-6357,2025-11-21,BANK TRANSFER METRO LOGISTICS SOLUTIONS,49350.0,INR,CREDIT,REF-TXN-6357,SETTLED
TXN-6358,2026-08-19,BANK TRANSFER OMNIWARE SYSTEMS INDIA,298900.0,INR,CREDIT,REF-TXN-6358,SETTLED
TXN-6359,2026-02-19,UPI/ZEPHYR DIGIT@okbank/PAYMENT,339450.0,INR,CREDIT,REF-TXN-6359,SETTLED
TXN-6360,2025-11-04,BANK TRANSFER ZEPHYR DIGITAL MEDIA,440850.0,INR,CREDIT,REF-TXN-6360,SETTLED
TXN-6361,2026-03-14,IMPS/KAVERI/INV/2025-26/1163,245100.0,INR,CREDIT,REF-TXN-6361,SETTLED
TXN-6362,2026-05-15,NEFT/CLOUDNOVA TECHNOLOGIES PVT LTD,325250.0,INR,CREDIT,REF-TXN-6362,SETTLED
TXN-6363,2026-07-11,IMPS/ZEPHYR/INV/2025-26/1413,142600.0,INR,CREDIT,REF-TXN-6363,SETTLED
TXN-6364,2026-05-22,UPI/OMNIWARE SYS@okbank/PAYMENT,197750.0,INR,CREDIT,REF-TXN-6364,SETTLED
TXN-6365,2025-11-07,UPI/ZEPHYR DIGIT@okbank/PAYMENT,258950.0,INR,CREDIT,REF-TXN-6365,SETTLED
TXN-6366,2025-12-03,BANK TRANSFER STERLING OFFICE SUPPLIES,152150.0,INR,CREDIT,REF-TXN-6366,SETTLED
TXN-6367,2026-03-04,RTGS/TRIDENT SUPPLY /REF-745972,340400.0,INR,CREDIT,REF-TXN-6367,SETTLED
TXN-6368,2025-09-12,IMPS/VANGUARD/INV/2025-26/1246,481450.0,INR,CREDIT,REF-TXN-6368,SETTLED
TXN-6369,2026-06-23,RTGS/STERLING OFFICE/REF-636141,49600.0,INR,CREDIT,REF-TXN-6369,SETTLED
TXN-6370,2025-10-20,IMPS/TRIDENT/INV/2025-26/1499,263600.0,INR,CREDIT,REF-TXN-6370,SETTLED
TXN-6371,2026-08-02,NEFT/STERLING OFFICE SUPPLIES,77050.0,INR,CREDIT,REF-TXN-6371,SETTLED
TXN-6372,2026-06-07,UPI/OMNIWARE SYS@okbank/PAYMENT,271550.0,INR,CREDIT,REF-TXN-6372,SETTLED
TXN-6373,2026-06-21,RTGS/VANGUARD SECURI/REF-160718,352150.0,INR,CREDIT,REF-TXN-6373,SETTLED
TXN-6374,2025-12-18,NEFT/TRIDENT SUPPLY CHAIN SOLUTIONS,278600.0,INR,CREDIT,REF-TXN-6374,SETTLED
TXN-6375,2026-04-27,BANK TRANSFER TRIDENT SUPPLY CHAIN SOLUTIONS,378750.0,INR,CREDIT,REF-TXN-6375,SETTLED
TXN-6376,2026-04-12,RTGS/ZEPHYR DIGITAL /REF-798435,439750.0,INR,CREDIT,REF-TXN-6376,SETTLED
TXN-6377,2026-04-25,RTGS/APEX INFRAWORKS/REF-842287,61250.0,INR,CREDIT,REF-TXN-6377,SETTLED
TXN-6378,2026-01-19,IMPS/VANGUARD/INV/2025-26/1240,466600.0,INR,CREDIT,REF-TXN-6378,SETTLED
TXN-6379,2026-04-13,IMPS/KAVERI/INV/2025-26/1189,11350.0,INR,CREDIT,REF-TXN-6379,SETTLED
TXN-6380,2025-10-08,IMPS/APEX/INV/2025-26/1444,127350.0,INR,CREDIT,REF-TXN-6380,SETTLED
TXN-6381,2026-07-26,UPI/KAVERI ENTER@okbank/PAYMENT,325600.0,INR,CREDIT,REF-TXN-6381,SETTLED
TXN-6382,2026-08-24,IMPS/ZEPHYR/INV/2025-26/1185,84450.0,INR,CREDIT,REF-TXN-6382,SETTLED
TXN-6383,2026-02-04,UPI/STERLING OFF@okbank/PAYMENT,316650.0,INR,CREDIT,REF-TXN-6383,SETTLED
TXN-6384,2026-08-15,UPI/BHARAT FUEL @okbank/PAYMENT,236550.0,INR,CREDIT,REF-TXN-6384,SETTLED
TXN-6385,2026-04-22,RTGS/METRO LOGISTICS/REF-485548,489050.0,INR,CREDIT,REF-TXN-6385,SETTLED
TXN-6386,2026-05-06,NEFT/OMNIWARE SYSTEMS INDIA,397800.0,INR,CREDIT,REF-TXN-6386,SETTLED
TXN-6387,2026-07-19,NEFT/VANGUARD SECURITY SERVICES,265750.0,INR,CREDIT,REF-TXN-6387,SETTLED
TXN-6388,2026-06-17,UPI/BHARAT FUEL @okbank/PAYMENT,462150.0,INR,CREDIT,REF-TXN-6388,SETTLED
TXN-6389,2026-04-28,RTGS/ZEPHYR DIGITAL /REF-257375,164050.0,INR,CREDIT,REF-TXN-6389,SETTLED
TXN-6390,2025-10-27,UPI/BHARAT FUEL @okbank/PAYMENT,398050.0,INR,CREDIT,REF-TXN-6390,SETTLED
TXN-6391,2026-07-26,UPI/TRIDENT SUPP@okbank/PAYMENT,43150.0,INR,CREDIT,REF-TXN-6391,SETTLED
TXN-6392,2025-10-11,NEFT/VANGUARD SECURITY SERVICES,82350.0,INR,CREDIT,REF-TXN-6392,SETTLED
TXN-6393,2026-03-15,BANK TRANSFER METRO LOGISTICS SOLUTIONS,429250.0,INR,CREDIT,REF-TXN-6393,SETTLED
TXN-6394,2026-06-27,BANK TRANSFER KAVERI ENTERPRISES SOLUTIONS,312350.0,INR,CREDIT,REF-TXN-6394,SETTLED
TXN-6395,2025-10-23,UPI/OMNIWARE SYS@okbank/PAYMENT,237750.0,INR,CREDIT,REF-TXN-6395,SETTLED
TXN-6396,2026-08-09,NEFT/OMNIWARE SYSTEMS INDIA,256450.0,INR,CREDIT,REF-TXN-6396,SETTLED
TXN-6397,2025-10-16,IMPS/METRO/INV/2025-26/1081,152800.0,INR,CREDIT,REF-TXN-6397,SETTLED
TXN-6398,2025-10-09,IMPS/TRIDENT/INV/2025-26/1154,360750.0,INR,CREDIT,REF-TXN-6398,SETTLED
TXN-6399,2026-02-22,IMPS/STERLING/INV/2025-26/1149,488100.0,INR,CREDIT,REF-TXN-6399,SETTLED
TXN-6400,2026-03-28,RTGS/BHARAT FUEL SER/REF-910143,312900.0,INR,CREDIT,REF-TXN-6400,SETTLED
TXN-6401,2026-04-08,NEFT/CLOUDNOVA TECHNOLOGIES PVT LTD,118400.0,INR,CREDIT,REF-TXN-6401,SETTLED
TXN-6402,2026-08-21,BANK TRANSFER APEX INFRAWORKS INDIA,131050.0,INR,CREDIT,REF-TXN-6402,SETTLED
TXN-6403,2025-10-23,NEFT/OMNIWARE SYSTEMS INDIA,340750.0,INR,CREDIT,REF-TXN-6403,SETTLED
TXN-6404,2026-05-06,RTGS/ZEPHYR DIGITAL /REF-208998,103850.0,INR,CREDIT,REF-TXN-6404,SETTLED
